ID,Score,Real_Class
DECOY2674,0.391304,Inactive
DECOY2842,0.391304,Inactive
DECOY3061,0.391304,Inactive
DECOY3149,0.391304,Inactive
DECOY3288,0.391304,Inactive
DECOY3405,0.391304,Inactive
DECOY3540,0.391304,Inactive
DECOY3818,0.391304,Inactive
DECOY3830,0.391304,Inactive
DECOY3861,0.391304,Inactive
DECOY4026,0.391304,Inactive
DECOY4109,0.391304,Inactive
DECOY4254,0.391304,Inactive
DECOY4343,0.391304,Inactive
DECOY4359,0.391304,Inactive
DECOY4363,0.391304,Inactive
DECOY4476,0.391304,Inactive
DECOY4584,0.391304,Inactive
DECOY4793,0.391304,Inactive
DECOY4872,0.391304,Inactive
DECOY4957,0.391304,Inactive
DECOY5185,0.391304,Inactive
DECOY5421,0.391304,Inactive
DECOY5469,0.391304,Inactive
DECOY5721,0.391304,Inactive
DECOY5896,0.391304,Inactive
DECOY5937,0.391304,Inactive
DECOY6039,0.391304,Inactive
DECOY6054,0.391304,Inactive
DECOY6273,0.391304,Inactive
DECOY6461,0.391304,Inactive
DECOY6515,0.391304,Inactive
DECOY6608,0.391304,Inactive
DECOY6702,0.391304,Inactive
DECOY673,0.391304,Inactive
DECOY6848,0.391304,Inactive
DECOY6879,0.391304,Inactive
DECOY695,0.391304,Inactive
DECOY6988,0.391304,Inactive
DECOY7112,0.391304,Inactive
DECOY7175,0.391304,Inactive
DECOY7302,0.391304,Inactive
DECOY800,0.391304,Inactive
DECOY989,0.391304,Inactive
CHEMBL2347010,0.384615,Inactive
DECOY2321,0.384615,Inactive
DECOY3815,0.384615,Inactive
DECOY3979,0.384615,Inactive
CHEMBL1200604,0.380952,Inactive
CHEMBL196,0.380952,Inactive
CHEMBL457,0.380952,Inactive
CHEMBL712,0.380952,Inactive
DECOY1105,0.380952,Inactive
DECOY1731,0.380952,Inactive
DECOY1766,0.380952,Inactive
DECOY1893,0.380952,Inactive
DECOY189,0.380952,Inactive
DECOY2124,0.380952,Inactive
DECOY2137,0.380952,Inactive
DECOY2500,0.380952,Inactive
DECOY2561,0.380952,Inactive
DECOY2581,0.380952,Inactive
DECOY2888,0.380952,Inactive
DECOY2930,0.380952,Inactive
DECOY3612,0.380952,Inactive
DECOY3687,0.380952,Inactive
DECOY3841,0.380952,Inactive
DECOY3919,0.380952,Inactive
DECOY4991,0.380952,Inactive
DECOY502,0.380952,Inactive
DECOY5905,0.380952,Inactive
DECOY6152,0.380952,Inactive
DECOY6206,0.380952,Inactive
DECOY6217,0.380952,Inactive
DECOY6446,0.380952,Inactive
DECOY6466,0.380952,Inactive
DECOY6874,0.380952,Inactive
DECOY71,0.380952,Inactive
DECOY4150,0.37931,Inactive
CHEMBL221886,0.375,Inactive
DECOY1325,0.375,Inactive
DECOY1581,0.375,Inactive
DECOY1596,0.375,Inactive
DECOY170,0.375,Inactive
DECOY1739,0.375,Inactive
DECOY1742,0.375,Inactive
DECOY1961,0.375,Inactive
DECOY2052,0.375,Inactive
DECOY2114,0.375,Inactive
DECOY2314,0.375,Inactive
DECOY2517,0.375,Inactive
DECOY2546,0.375,Inactive
DECOY2629,0.375,Inactive
DECOY2658,0.375,Inactive
DECOY2826,0.375,Inactive
DECOY3229,0.375,Inactive
DECOY3375,0.375,Inactive
DECOY3439,0.375,Inactive
DECOY3695,0.375,Inactive
DECOY3717,0.375,Inactive
DECOY374,0.375,Inactive
DECOY3770,0.375,Inactive
DECOY3828,0.375,Inactive
DECOY3862,0.375,Inactive
DECOY3955,0.375,Inactive
DECOY4052,0.375,Inactive
DECOY4102,0.375,Inactive
DECOY4115,0.375,Inactive
DECOY4176,0.375,Inactive
DECOY4209,0.375,Inactive
DECOY4626,0.375,Inactive
DECOY4836,0.375,Inactive
DECOY4959,0.375,Inactive
DECOY4965,0.375,Inactive
DECOY5044,0.375,Inactive
DECOY5094,0.375,Inactive
DECOY5130,0.375,Inactive
DECOY5175,0.375,Inactive
DECOY51,0.375,Inactive
DECOY5256,0.375,Inactive
DECOY5262,0.375,Inactive
DECOY5298,0.375,Inactive
DECOY5847,0.375,Inactive
DECOY6134,0.375,Inactive
DECOY6362,0.375,Inactive
DECOY6373,0.375,Inactive
DECOY6395,0.375,Inactive
DECOY6604,0.375,Inactive
DECOY6746,0.375,Inactive
DECOY6818,0.375,Inactive
DECOY7264,0.375,Inactive
DECOY7291,0.375,Inactive
DECOY946,0.375,Inactive
DECOY7119,0.37037,Inactive
CHEMBL1200862,0.363636,Inactive
CHEMBL153062,0.363636,Inactive
CHEMBL1566956,0.363636,Inactive
CHEMBL188921,0.363636,Inactive
CHEMBL1909051,0.363636,Inactive
CHEMBL319244,0.363636,Inactive
CHEMBL34259,0.363636,Inactive
CHEMBL413965,0.363636,Inactive
CHEMBL415324,0.363636,Inactive
CHEMBL415,0.363636,Inactive
CHEMBL4645080,0.363636,Inactive
CHEMBL485858,0.363636,Inactive
CHEMBL597,0.363636,Inactive
CHEMBL728,0.363636,Inactive
CHEMBL803,0.363636,Inactive
CHEMBL832,0.363636,Inactive
CHEMBL954,0.363636,Inactive
DECOY120,0.363636,Inactive
DECOY1254,0.363636,Inactive
DECOY1363,0.363636,Inactive
DECOY139,0.363636,Inactive
DECOY1489,0.363636,Inactive
DECOY1593,0.363636,Inactive
DECOY1877,0.363636,Inactive
DECOY1879,0.363636,Inactive
DECOY1882,0.363636,Inactive
DECOY1947,0.363636,Inactive
DECOY228,0.363636,Inactive
DECOY2387,0.363636,Inactive
DECOY2487,0.363636,Inactive
DECOY2554,0.363636,Inactive
DECOY2606,0.363636,Inactive
DECOY263,0.363636,Inactive
DECOY2741,0.363636,Inactive
DECOY2944,0.363636,Inactive
DECOY3011,0.363636,Inactive
DECOY3126,0.363636,Inactive
DECOY3189,0.363636,Inactive
DECOY3248,0.363636,Inactive
DECOY338,0.363636,Inactive
DECOY3450,0.363636,Inactive
DECOY3639,0.363636,Inactive
DECOY3653,0.363636,Inactive
DECOY3710,0.363636,Inactive
DECOY3788,0.363636,Inactive
DECOY3844,0.363636,Inactive
DECOY3933,0.363636,Inactive
DECOY3993,0.363636,Inactive
DECOY4033,0.363636,Inactive
DECOY4111,0.363636,Inactive
DECOY4154,0.363636,Inactive
DECOY417,0.363636,Inactive
DECOY4195,0.363636,Inactive
DECOY4285,0.363636,Inactive
DECOY4370,0.363636,Inactive
DECOY4423,0.363636,Inactive
DECOY4496,0.363636,Inactive
DECOY4520,0.363636,Inactive
DECOY4604,0.363636,Inactive
DECOY4612,0.363636,Inactive
DECOY4854,0.363636,Inactive
DECOY4941,0.363636,Inactive
DECOY4947,0.363636,Inactive
DECOY4964,0.363636,Inactive
DECOY5101,0.363636,Inactive
DECOY5134,0.363636,Inactive
DECOY5187,0.363636,Inactive
DECOY5206,0.363636,Inactive
DECOY5207,0.363636,Inactive
DECOY5224,0.363636,Inactive
DECOY5285,0.363636,Inactive
DECOY5330,0.363636,Inactive
DECOY5389,0.363636,Inactive
DECOY5539,0.363636,Inactive
DECOY5639,0.363636,Inactive
DECOY5690,0.363636,Inactive
DECOY5774,0.363636,Inactive
DECOY5874,0.363636,Inactive
DECOY5906,0.363636,Inactive
DECOY5952,0.363636,Inactive
DECOY6008,0.363636,Inactive
DECOY6096,0.363636,Inactive
DECOY6228,0.363636,Inactive
DECOY6293,0.363636,Inactive
DECOY6483,0.363636,Inactive
DECOY6500,0.363636,Inactive
DECOY6577,0.363636,Inactive
DECOY6581,0.363636,Inactive
DECOY6597,0.363636,Inactive
DECOY6624,0.363636,Inactive
DECOY6755,0.363636,Inactive
DECOY6833,0.363636,Inactive
DECOY6842,0.363636,Inactive
DECOY6875,0.363636,Inactive
DECOY6888,0.363636,Inactive
DECOY6892,0.363636,Inactive
DECOY6944,0.363636,Inactive
DECOY701,0.363636,Inactive
DECOY7080,0.363636,Inactive
DECOY7115,0.363636,Inactive
DECOY7191,0.363636,Inactive
DECOY7220,0.363636,Inactive
DECOY7378,0.363636,Inactive
DECOY7383,0.363636,Inactive
DECOY822,0.363636,Inactive
DECOY841,0.363636,Inactive
DECOY931,0.363636,Inactive
DECOY1139,0.36,Inactive
DECOY1214,0.36,Inactive
DECOY1563,0.36,Inactive
DECOY2123,0.36,Inactive
DECOY2676,0.36,Inactive
DECOY3543,0.36,Inactive
DECOY3567,0.36,Inactive
DECOY3878,0.36,Inactive
DECOY4107,0.36,Inactive
DECOY4942,0.36,Inactive
DECOY5045,0.36,Inactive
DECOY5142,0.36,Inactive
DECOY565,0.36,Inactive
DECOY6398,0.36,Inactive
DECOY6421,0.36,Inactive
DECOY7396,0.36,Inactive
DECOY850,0.36,Inactive
DECOY4047,0.357143,Inactive
CHEMBL1399,0.35,Inactive
CHEMBL427526,0.35,Inactive
CHEMBL661,0.35,Inactive
DECOY2327,0.35,Inactive
DECOY2477,0.35,Inactive
CHEMBL1164546,0.347826,Inactive
CHEMBL118,0.347826,Inactive
CHEMBL1513,0.347826,Inactive
CHEMBL205596,0.347826,Inactive
CHEMBL2111268,0.347826,Active
CHEMBL429,0.347826,Inactive
CHEMBL86,0.347826,Inactive
DECOY1022,0.347826,Inactive
DECOY1131,0.347826,Inactive
DECOY1310,0.347826,Inactive
DECOY1380,0.347826,Inactive
DECOY1584,0.347826,Inactive
DECOY1588,0.347826,Inactive
DECOY1676,0.347826,Inactive
DECOY1818,0.347826,Inactive
DECOY1861,0.347826,Inactive
DECOY1952,0.347826,Inactive
DECOY2244,0.347826,Inactive
DECOY2275,0.347826,Inactive
DECOY2288,0.347826,Inactive
DECOY2312,0.347826,Inactive
DECOY231,0.347826,Inactive
DECOY2339,0.347826,Inactive
DECOY2442,0.347826,Inactive
DECOY2484,0.347826,Inactive
DECOY2536,0.347826,Inactive
DECOY2607,0.347826,Inactive
DECOY2637,0.347826,Inactive
DECOY2715,0.347826,Inactive
DECOY2839,0.347826,Inactive
DECOY2849,0.347826,Inactive
DECOY2898,0.347826,Inactive
DECOY3025,0.347826,Inactive
DECOY3048,0.347826,Inactive
DECOY3133,0.347826,Inactive
DECOY3182,0.347826,Inactive
DECOY3185,0.347826,Inactive
DECOY3354,0.347826,Inactive
DECOY3397,0.347826,Inactive
DECOY3417,0.347826,Inactive
DECOY341,0.347826,Inactive
DECOY3465,0.347826,Inactive
DECOY3509,0.347826,Inactive
DECOY3537,0.347826,Inactive
DECOY3565,0.347826,Inactive
DECOY3574,0.347826,Inactive
DECOY3590,0.347826,Inactive
DECOY3598,0.347826,Inactive
DECOY3729,0.347826,Inactive
DECOY3995,0.347826,Inactive
DECOY4139,0.347826,Inactive
DECOY4411,0.347826,Inactive
DECOY4558,0.347826,Inactive
DECOY4733,0.347826,Inactive
DECOY4821,0.347826,Inactive
DECOY4839,0.347826,Inactive
DECOY4938,0.347826,Inactive
DECOY5112,0.347826,Inactive
DECOY5346,0.347826,Inactive
DECOY5379,0.347826,Inactive
DECOY5384,0.347826,Inactive
DECOY5490,0.347826,Inactive
DECOY5514,0.347826,Inactive
DECOY5543,0.347826,Inactive
DECOY5590,0.347826,Inactive
DECOY5734,0.347826,Inactive
DECOY5742,0.347826,Inactive
DECOY5777,0.347826,Inactive
DECOY5902,0.347826,Inactive
DECOY5973,0.347826,Inactive
DECOY6037,0.347826,Inactive
DECOY60,0.347826,Inactive
DECOY6108,0.347826,Inactive
DECOY6211,0.347826,Inactive
DECOY624,0.347826,Inactive
DECOY6374,0.347826,Inactive
DECOY641,0.347826,Inactive
DECOY6501,0.347826,Inactive
DECOY6552,0.347826,Inactive
DECOY660,0.347826,Inactive
DECOY6640,0.347826,Inactive
DECOY6673,0.347826,Inactive
DECOY6708,0.347826,Inactive
DECOY693,0.347826,Inactive
DECOY6966,0.347826,Inactive
DECOY6983,0.347826,Inactive
DECOY7036,0.347826,Inactive
DECOY7200,0.347826,Inactive
DECOY7210,0.347826,Inactive
DECOY7230,0.347826,Inactive
DECOY7284,0.347826,Inactive
DECOY7305,0.347826,Inactive
DECOY7308,0.347826,Inactive
DECOY7329,0.347826,Inactive
DECOY790,0.347826,Inactive
DECOY916,0.347826,Inactive
DECOY949,0.347826,Inactive
CHEMBL404811,0.346154,Inactive
DECOY267,0.346154,Inactive
DECOY3365,0.346154,Inactive
DECOY3731,0.346154,Inactive
DECOY4230,0.346154,Inactive
DECOY6220,0.346154,Inactive
DECOY6288,0.346154,Inactive
DECOY6659,0.346154,Inactive
DECOY7058,0.346154,Inactive
DECOY7269,0.346154,Inactive
CHEMBL1165259,0.333333,Inactive
CHEMBL123292,0.333333,Inactive
CHEMBL129,0.333333,Inactive
CHEMBL157548,0.333333,Inactive
CHEMBL258999,0.333333,Inactive
CHEMBL277100,0.333333,Inactive
CHEMBL32749,0.333333,Inactive
CHEMBL437,0.333333,Inactive
CHEMBL456,0.333333,Inactive
CHEMBL571,0.333333,Inactive
CHEMBL63323,0.333333,Inactive
CHEMBL6966,0.333333,Inactive
CHEMBL75880,0.333333,Inactive
CHEMBL79,0.333333,Inactive
DECOY1016,0.333333,Inactive
DECOY1067,0.333333,Inactive
DECOY114,0.333333,Inactive
DECOY1171,0.333333,Inactive
DECOY117,0.333333,Inactive
DECOY11,0.333333,Inactive
DECOY1375,0.333333,Inactive
DECOY1398,0.333333,Inactive
DECOY1445,0.333333,Inactive
DECOY1459,0.333333,Inactive
DECOY1484,0.333333,Inactive
DECOY1497,0.333333,Inactive
DECOY1516,0.333333,Inactive
DECOY1523,0.333333,Inactive
DECOY1524,0.333333,Inactive
DECOY1610,0.333333,Inactive
DECOY1746,0.333333,Inactive
DECOY1778,0.333333,Inactive
DECOY1894,0.333333,Inactive
DECOY1913,0.333333,Inactive
DECOY1955,0.333333,Inactive
DECOY199,0.333333,Inactive
DECOY205,0.333333,Inactive
DECOY2131,0.333333,Inactive
DECOY2452,0.333333,Inactive
DECOY2468,0.333333,Inactive
DECOY246,0.333333,Inactive
DECOY2541,0.333333,Inactive
DECOY265,0.333333,Inactive
DECOY2662,0.333333,Inactive
DECOY2707,0.333333,Inactive
DECOY2764,0.333333,Inactive
DECOY2781,0.333333,Inactive
DECOY2866,0.333333,Inactive
DECOY2917,0.333333,Inactive
DECOY2946,0.333333,Inactive
DECOY3044,0.333333,Inactive
DECOY3067,0.333333,Inactive
DECOY3183,0.333333,Inactive
DECOY3249,0.333333,Inactive
DECOY3316,0.333333,Inactive
DECOY3325,0.333333,Inactive
DECOY3400,0.333333,Inactive
DECOY3477,0.333333,Inactive
DECOY3638,0.333333,Inactive
DECOY3680,0.333333,Inactive
DECOY3763,0.333333,Inactive
DECOY3846,0.333333,Inactive
DECOY4035,0.333333,Inactive
DECOY4089,0.333333,Inactive
DECOY4114,0.333333,Inactive
DECOY4144,0.333333,Inactive
DECOY4227,0.333333,Inactive
DECOY4256,0.333333,Inactive
DECOY4281,0.333333,Inactive
DECOY429,0.333333,Inactive
DECOY433,0.333333,Inactive
DECOY4347,0.333333,Inactive
DECOY4440,0.333333,Inactive
DECOY4474,0.333333,Inactive
DECOY4641,0.333333,Inactive
DECOY4674,0.333333,Inactive
DECOY4735,0.333333,Inactive
DECOY4833,0.333333,Inactive
DECOY4877,0.333333,Inactive
DECOY4899,0.333333,Inactive
DECOY491,0.333333,Inactive
DECOY4930,0.333333,Inactive
DECOY494,0.333333,Inactive
DECOY4989,0.333333,Inactive
DECOY5028,0.333333,Inactive
DECOY5059,0.333333,Inactive
DECOY5115,0.333333,Inactive
DECOY515,0.333333,Inactive
DECOY5166,0.333333,Inactive
DECOY5192,0.333333,Inactive
DECOY5287,0.333333,Inactive
DECOY5299,0.333333,Inactive
DECOY5419,0.333333,Inactive
DECOY5466,0.333333,Inactive
DECOY5468,0.333333,Inactive
DECOY5532,0.333333,Inactive
DECOY5541,0.333333,Inactive
DECOY5544,0.333333,Inactive
DECOY5562,0.333333,Inactive
DECOY5610,0.333333,Inactive
DECOY5687,0.333333,Inactive
DECOY5803,0.333333,Inactive
DECOY5817,0.333333,Inactive
DECOY5845,0.333333,Inactive
DECOY5961,0.333333,Inactive
DECOY6034,0.333333,Inactive
DECOY6047,0.333333,Inactive
DECOY605,0.333333,Inactive
