mol_name,activity,potency
ZINC27441256,Inactive,
ZINC27316343,Inactive,
ZINC28896934,Inactive,
ZINC24098682,Inactive,
ZINC26339583,Inactive,
ZINC23871189,Inactive,
ZINC31424960,Inactive,
ZINC17427998,Inactive,
ZINC11233069,Inactive,
ZINC24018054,Inactive,
ZINC28309471,Inactive,
ZINC31643358,Inactive,
ZINC20068129,Inactive,
ZINC27674192,Inactive,
ZINC12766414,Inactive,
ZINC27533052,Inactive,
ZINC02224938,Inactive,
ZINC25317561,Inactive,
ZINC10385192,Inactive,
ZINC10580120,Inactive,
ZINC29737757,Inactive,
ZINC22008380,Inactive,
ZINC21120759,Inactive,
ZINC23873292,Inactive,
ZINC21938943,Inactive,
ZINC31584002,Inactive,
ZINC24046013,Inactive,
ZINC28063286,Inactive,
ZINC15517856,Inactive,
ZINC21329284,Inactive,
ZINC09751113,Inactive,
ZINC12249916,Inactive,
ZINC09274825,Inactive,
ZINC05836168,Inactive,
ZINC09445365,Inactive,
ZINC29134672,Inactive,
ZINC05004501,Inactive,
ZINC21760467,Inactive,
ZINC06172765,Inactive,
ZINC15772207,Inactive,
ZINC16733784,Inactive,
ZINC27533194,Inactive,
ZINC10439180,Inactive,
ZINC12603486,Inactive,
ZINC30709467,Inactive,
ZINC22135134,Inactive,
ZINC27590934,Inactive,
ZINC05836163,Inactive,
ZINC31438248,Inactive,
ZINC09431820,Inactive,
ZINC25782190,Inactive,
ZINC16631327,Inactive,
ZINC29138055,Inactive,
ZINC24139458,Inactive,
ZINC01281795,Inactive,
ZINC14674533,Inactive,
ZINC02298724,Inactive,
ZINC14873336,Inactive,
ZINC10785539,Inactive,
ZINC28079158,Inactive,
ZINC25482629,Inactive,
ZINC23047699,Inactive,
ZINC09381462,Inactive,
ZINC31284541,Inactive,
ZINC10561235,Inactive,
ZINC28664126,Inactive,
ZINC05004499,Inactive,
ZINC25146526,Inactive,
ZINC12775433,Inactive,
ZINC19263181,Inactive,
ZINC03306262,Inactive,
ZINC03018436,Inactive,
ZINC08980293,Inactive,
ZINC21760470,Inactive,
ZINC08438969,Inactive,
ZINC27499745,Inactive,
ZINC10488331,Inactive,
ZINC21987201,Inactive,
ZINC30765611,Inactive,
ZINC04802885,Inactive,
ZINC16736628,Inactive,
ZINC31495319,Inactive,
ZINC28184727,Inactive,
ZINC02201061,Inactive,
ZINC10531391,Inactive,
ZINC23550600,Inactive,
ZINC02766888,Inactive,
ZINC14637188,Inactive,
ZINC09832510,Inactive,
ZINC17833999,Inactive,
ZINC25491817,Inactive,
ZINC08606782,Inactive,
ZINC31458804,Inactive,
ZINC10495423,Inactive,
ZINC28445933,Inactive,
ZINC29496606,Inactive,
ZINC06146146,Inactive,
ZINC09692577,Inactive,
ZINC03295127,Inactive,
ZINC03815652,Inactive,
ZINC28105887,Inactive,
ZINC23871121,Inactive,
ZINC11244140,Inactive,
ZINC00933158,Inactive,
ZINC26877746,Inactive,
ZINC02192868,Inactive,
ZINC13959432,Inactive,
ZINC06146384,Inactive,
ZINC21292732,Inactive,
ZINC03413962,Inactive,
ZINC03205319,Inactive,
ZINC12241452,Inactive,
ZINC10882907,Inactive,
ZINC27700560,Inactive,
ZINC02639674,Inactive,
ZINC13028000,Inactive,
ZINC14570887,Inactive,
ZINC18274926,Inactive,
ZINC03309972,Inactive,
ZINC04747965,Inactive,
ZINC14811597,Inactive,
ZINC03222478,Inactive,
ZINC27060230,Inactive,
ZINC22834642,Inactive,
ZINC02385596,Inactive,
ZINC16052337,Inactive,
ZINC30739863,Inactive,
ZINC02297529,Inactive,
ZINC06615950,Inactive,
ZINC11926436,Inactive,
ZINC29342278,Inactive,
ZINC21601695,Inactive,
ZINC16027786,Inactive,
ZINC21448897,Inactive,
ZINC27542026,Inactive,
ZINC06892122,Inactive,
ZINC19706424,Inactive,
ZINC26698804,Inactive,
ZINC13114602,Inactive,
ZINC00669006,Inactive,
ZINC22180599,Inactive,
ZINC12536627,Inactive,
ZINC23618678,Inactive,
ZINC09037171,Inactive,
ZINC23611976,Inactive,
ZINC14231759,Inactive,
ZINC26284400,Inactive,
ZINC21766624,Inactive,
ZINC21274907,Inactive,
ZINC18251850,Inactive,
ZINC17183062,Inactive,
ZINC09635966,Inactive,
ZINC28860275,Inactive,
ZINC10598224,Inactive,
ZINC22297781,Inactive,
ZINC08821412,Inactive,
ZINC25803457,Inactive,
ZINC27059463,Inactive,
ZINC30790543,Inactive,
ZINC03460372,Inactive,
ZINC14675468,Inactive,
ZINC22018385,Inactive,
ZINC13748973,Inactive,
ZINC14148449,Inactive,
ZINC30475691,Inactive,
ZINC23429459,Inactive,
ZINC27473296,Inactive,
ZINC05030682,Inactive,
ZINC08321468,Inactive,
ZINC13155191,Inactive,
ZINC31648262,Inactive,
ZINC05803810,Inactive,
ZINC01858979,Inactive,
ZINC10982210,Inactive,
ZINC22216728,Inactive,
ZINC24416640,Inactive,
ZINC04797216,Inactive,
ZINC06636754,Inactive,
ZINC29334717,Inactive,
ZINC06349499,Inactive,
ZINC04977707,Inactive,
ZINC18268599,Inactive,
ZINC01987169,Inactive,
ZINC08164040,Inactive,
ZINC04459282,Inactive,
ZINC25492909,Inactive,
ZINC25037466,Inactive,
ZINC24139453,Inactive,
ZINC17427990,Inactive,
ZINC29302076,Inactive,
ZINC11718028,Inactive,
ZINC13793087,Inactive,
ZINC15163256,Inactive,
ZINC13882894,Inactive,
ZINC22566517,Inactive,
ZINC30715587,Inactive,
ZINC27333273,Inactive,
ZINC28395748,Inactive,
ZINC08957415,Inactive,
ZINC08412585,Inactive,
ZINC08980285,Inactive,
ZINC18170380,Inactive,
ZINC14873335,Inactive,
ZINC11980886,Inactive,
ZINC19974596,Inactive,
ZINC31871980,Inactive,
ZINC23589178,Inactive,
ZINC11788840,Inactive,
ZINC06178430,Inactive,
ZINC28032560,Inactive,
ZINC02969103,Inactive,
ZINC29874984,Inactive,
ZINC02834067,Inactive,
ZINC08765568,Inactive,
ZINC03467959,Inactive,
ZINC25491854,Inactive,
ZINC02352710,Inactive,
ZINC16882329,Inactive,
ZINC26688775,Inactive,
ZINC16008303,Inactive,
ZINC11925431,Inactive,
ZINC03123179,Inactive,
ZINC24851105,Inactive,
ZINC08939642,Inactive,
ZINC07247184,Inactive,
ZINC13793089,Inactive,
ZINC10488570,Inactive,
ZINC05821113,Inactive,
ZINC16407977,Inactive,
ZINC02062854,Inactive,
ZINC05498495,Inactive,
ZINC14873097,Inactive,
ZINC16998546,Inactive,
ZINC04376640,Inactive,
ZINC22664299,Inactive,
ZINC27712649,Inactive,
ZINC09453104,Inactive,
ZINC09173550,Inactive,
ZINC00650584,Inactive,
ZINC02029211,Inactive,
ZINC29969114,Inactive,
ZINC05657743,Inactive,
ZINC27621660,Inactive,
ZINC04514491,Inactive,
ZINC06639123,Inactive,
ZINC05430121,Inactive,
ZINC23961017,Inactive,
ZINC29240787,Inactive,
ZINC06428790,Inactive,
ZINC17054267,Inactive,
ZINC04491442,Inactive,
ZINC27751627,Inactive,
ZINC31524217,Inactive,
ZINC23619679,Inactive,
ZINC12868877,Inactive,
ZINC26775825,Inactive,
ZINC06791052,Inactive,
ZINC16399873,Inactive,
ZINC15324817,Inactive,
ZINC04561497,Inactive,
ZINC13954107,Inactive,
ZINC04697145,Inactive,
ZINC27836758,Inactive,
ZINC03592093,Inactive,
ZINC02617008,Inactive,
ZINC05372802,Inactive,
ZINC25568634,Inactive,
ZINC05499738,Inactive,
ZINC06184721,Inactive,
ZINC24045847,Inactive,
ZINC04706665,Inactive,
ZINC26883942,Inactive,
ZINC25504496,Inactive,
ZINC20754448,Inactive,
ZINC23716157,Inactive,
ZINC15789857,Inactive,
ZINC30774036,Inactive,
ZINC16896240,Inactive,
ZINC01422872,Inactive,
ZINC09003433,Inactive,
ZINC03374447,Inactive,
ZINC31838497,Inactive,
ZINC10039371,Inactive,
ZINC12566899,Inactive,
ZINC15033021,Inactive,
ZINC18378297,Inactive,
ZINC14115532,Inactive,
ZINC15176792,Inactive,
ZINC24910967,Inactive,
ZINC14072945,Inactive,
ZINC00745516,Inactive,
ZINC10414882,Inactive,
ZINC11459371,Inactive,
ZINC12639621,Inactive,
ZINC08451325,Inactive,
ZINC01835362,Inactive,
ZINC02819334,Inactive,
ZINC04210025,Inactive,
ZINC06134646,Inactive,
ZINC22034194,Inactive,
ZINC14403746,Inactive,
ZINC24182388,Inactive,
ZINC06190760,Inactive,
ZINC03052282,Inactive,
ZINC03310742,Inactive,
ZINC16118951,Inactive,
ZINC01595125,Inactive,
ZINC26980320,Inactive,
ZINC06407714,Inactive,
ZINC04507922,Inactive,
ZINC06012086,Inactive,
ZINC05429156,Inactive,
ZINC31452257,Inactive,
ZINC11227880,Inactive,
ZINC08506535,Inactive,
ZINC21730013,Inactive,
ZINC06458055,Inactive,
ZINC13791618,Inactive,
ZINC03467879,Inactive,
ZINC12044452,Inactive,
ZINC22670601,Inactive,
ZINC17087671,Inactive,
ZINC27562600,Inactive,
ZINC31843490,Inactive,
ZINC02649444,Inactive,
ZINC08903198,Inactive,
ZINC06371408,Inactive,
ZINC17043685,Inactive,
ZINC31011547,Inactive,
ZINC03239873,Inactive,
ZINC01036413,Inactive,
ZINC14818449,Inactive,
ZINC10616856,Inactive,
ZINC05966653,Inactive,
ZINC17332530,Inactive,
ZINC05853023,Inactive,
ZINC16970792,Inactive,
ZINC19911509,Inactive,
ZINC27644194,Inactive,
ZINC09556621,Inactive,
ZINC12369772,Inactive,
ZINC11451481,Inactive,
ZINC11307719,Inactive,
ZINC27533211,Inactive,
ZINC08980289,Inactive,
ZINC14730594,Inactive,
ZINC16940579,Inactive,
ZINC09045202,Inactive,
ZINC03799035,Inactive,
ZINC08847460,Inactive,
ZINC12003766,Inactive,
ZINC08822656,Inactive,
ZINC20976274,Inactive,
ZINC29135650,Inactive,
ZINC09895861,Inactive,
ZINC17133604,Inactive,
ZINC13141779,Inactive,
ZINC09672916,Inactive,
ZINC08763315,Inactive,
ZINC30736304,Inactive,
ZINC01830415,Inactive,
ZINC10064469,Inactive,
ZINC06173287,Inactive,
ZINC04557010,Inactive,
ZINC18251774,Inactive,
ZINC30680337,Inactive,
ZINC20078985,Inactive,
ZINC09718774,Inactive,
ZINC04896773,Inactive,
ZINC28616738,Inactive,
ZINC09257169,Inactive,
ZINC16846137,Inactive,
ZINC11926867,Inactive,
ZINC23448870,Inactive,
ZINC30560908,Inactive,
ZINC26008223,Inactive,
ZINC23310537,Inactive,
ZINC24477573,Inactive,
ZINC24270843,Inactive,
ZINC30758242,Inactive,
ZINC23068955,Inactive,
ZINC09292425,Inactive,
ZINC28030100,Inactive,
ZINC08899181,Inactive,
ZINC30853280,Inactive,
ZINC31711886,Inactive,
ZINC27517376,Inactive,
ZINC11823527,Inactive,
ZINC10057682,Inactive,
ZINC30779545,Inactive,
ZINC22533486,Inactive,
ZINC03271639,Inactive,
ZINC31838495,Inactive,
ZINC23582212,Inactive,
ZINC20169014,Inactive,
ZINC10114312,Inactive,
ZINC29304993,Inactive,
ZINC26822083,Inactive,
ZINC29871771,Inactive,
ZINC28446533,Inactive,
ZINC14413788,Inactive,
ZINC20960762,Inactive,
ZINC08899175,Inactive,
ZINC00657205,Inactive,
ZINC21382999,Inactive,
ZINC28621283,Inactive,
ZINC23426533,Inactive,
ZINC18802203,Inactive,
ZINC31075185,Inactive,
ZINC14976400,Inactive,
ZINC02610995,Inactive,
ZINC18617206,Inactive,
ZINC10166885,Inactive,
ZINC14362385,Inactive,
ZINC23589132,Inactive,
ZINC24639020,Inactive,
ZINC19810472,Inactive,
ZINC25433170,Inactive,
ZINC31285348,Inactive,
ZINC25491564,Inactive,
ZINC28605308,Inactive,
ZINC23442398,Inactive,
ZINC15264857,Inactive,
ZINC08746924,Inactive,
ZINC23647929,Inactive,
ZINC12529531,Inactive,
ZINC23845969,Inactive,
ZINC06757008,Inactive,
ZINC04600066,Inactive,
ZINC05409342,Inactive,
ZINC29586289,Inactive,
ZINC18276597,Inactive,
ZINC05598232,Inactive,
ZINC03323653,Inactive,
ZINC05973396,Inactive,
ZINC04188117,Inactive,
ZINC01935608,Inactive,
ZINC02572995,Inactive,
ZINC27814115,Inactive,
ZINC06986348,Inactive,
ZINC15063596,Inactive,
ZINC06126239,Inactive,
ZINC16882287,Inactive,
ZINC17345630,Inactive,
ZINC17173693,Inactive,
ZINC02027652,Inactive,
ZINC22352410,Inactive,
ZINC07468977,Inactive,
ZINC03180688,Inactive,
ZINC07345195,Inactive,
ZINC06279689,Inactive,
ZINC24225896,Inactive,
ZINC01024042,Inactive,
ZINC06863452,Inactive,
ZINC03266107,Inactive,
ZINC16874528,Inactive,
ZINC12411474,Inactive,
ZINC03476937,Inactive,
ZINC30722768,Inactive,
ZINC22539232,Inactive,
ZINC22132132,Inactive,
ZINC24060056,Inactive,
ZINC18080642,Inactive,
ZINC27541976,Inactive,
ZINC29539787,Inactive,
ZINC24702159,Inactive,
ZINC26703047,Inactive,
ZINC27659282,Inactive,
ZINC29428497,Inactive,
ZINC21979172,Inactive,
ZINC23198312,Inactive,
ZINC11260788,Inactive,
ZINC04509341,Inactive,
ZINC16296596,Inactive,
ZINC31633592,Inactive,
ZINC24832447,Inactive,
ZINC05626847,Inactive,
ZINC27905693,Inactive,
ZINC05172348,Inactive,
ZINC13574575,Inactive,
ZINC30002395,Inactive,
ZINC10060793,Inactive,
ZINC01132782,Inactive,
ZINC31905415,Inactive,
ZINC05694786,Inactive,
ZINC05579435,Inactive,
ZINC31372621,Inactive,
ZINC01367547,Inactive,
ZINC13955427,Inactive,
ZINC19940225,Inactive,
ZINC02180957,Inactive,
ZINC23308135,Inactive,
ZINC03267650,Inactive,
ZINC02106469,Inactive,
ZINC02149327,Inactive,
ZINC09629079,Inactive,
ZINC23462185,Inactive,
ZINC06015547,Inactive,
ZINC10934579,Inactive,
ZINC14952277,Inactive,
ZINC02078997,Inactive,
ZINC15319560,Inactive,
ZINC06905362,Inactive,
ZINC16170040,Inactive,
ZINC31844249,Inactive,
ZINC26726392,Inactive,
ZINC05201954,Inactive,
ZINC04256069,Inactive,
ZINC26584846,Inactive,
ZINC03341153,Inactive,
ZINC31362441,Inactive,
ZINC22604303,Inactive,
ZINC08433425,Inactive,
ZINC16742407,Inactive,
ZINC00693047,Inactive,
ZINC03487172,Inactive,
ZINC10114281,Inactive,
ZINC26488274,Inactive,
ZINC08448668,Inactive,
ZINC29042473,Inactive,
ZINC06756447,Inactive,
ZINC29605312,Inactive,
ZINC04558089,Inactive,
ZINC18619117,Inactive,
ZINC30558905,Inactive,
ZINC24897126,Inactive,
ZINC05132189,Inactive,
ZINC23447156,Inactive,
ZINC11925973,Inactive,
ZINC05920532,Inactive,
ZINC03956775,Inactive,
ZINC27497650,Inactive,
ZINC23888208,Inactive,
ZINC11463929,Inactive,
ZINC32037652,Inactive,
ZINC16349188,Inactive,
ZINC26558397,Inactive,
ZINC08579683,Inactive,
ZINC22797427,Inactive,
ZINC26688477,Inactive,
ZINC01966284,Inactive,
ZINC22465675,Inactive,
ZINC12777758,Inactive,
ZINC13100784,Inactive,
ZINC04797974,Inactive,
ZINC06884326,Inactive,
ZINC08847456,Inactive,
ZINC25553527,Inactive,
ZINC22297528,Inactive,
ZINC11251285,Inactive,
ZINC23511380,Inactive,
ZINC13097885,Inactive,
ZINC25491883,Inactive,
ZINC21434566,Inactive,
ZINC14131463,Inactive,
ZINC21140351,Inactive,
ZINC13405516,Inactive,
ZINC16883862,Inactive,
ZINC26534127,Inactive,
ZINC31477101,Inactive,
ZINC27616280,Inactive,
ZINC14695922,Inactive,
ZINC09033782,Inactive,
ZINC29973754,Inactive,
ZINC03233356,Inactive,
ZINC05341042,Inactive,
ZINC11307621,Inactive,
ZINC03350779,Inactive,
ZINC13962951,Inactive,
ZINC09493061,Inactive,
ZINC28357025,Inactive,
ZINC08592901,Inactive,
ZINC01940829,Inactive,
ZINC10865351,Inactive,
ZINC10460058,Inactive,
ZINC10414473,Inactive,
ZINC23904557,Inactive,
ZINC20048613,Inactive,
ZINC26087210,Inactive,
ZINC18183100,Inactive,
ZINC11226998,Inactive,
ZINC22411676,Inactive,
ZINC22083050,Inactive,
ZINC31280025,Inactive,
ZINC04065939,Inactive,
ZINC09640782,Inactive,
ZINC18961756,Inactive,
ZINC12655718,Inactive,
ZINC09119092,Inactive,
ZINC25553537,Inactive,
ZINC09458186,Inactive,
ZINC09185200,Inactive,
ZINC08832411,Inactive,
ZINC21738638,Inactive,
ZINC15532907,Inactive,
ZINC09442093,Inactive,
ZINC28847888,Inactive,
ZINC26373067,Inactive,
ZINC10304632,Inactive,
ZINC14358722,Inactive,
ZINC13962983,Inactive,
ZINC23613622,Inactive,
ZINC29664250,Inactive,
ZINC14251372,Inactive,
ZINC31068806,Inactive,
ZINC09386964,Inactive,
ZINC08821717,Inactive,
ZINC09424641,Inactive,
ZINC27778828,Inactive,
ZINC12859841,Inactive,
ZINC01565234,Inactive,
ZINC26089085,Inactive,
ZINC02268042,Inactive,
ZINC22564448,Inactive,
ZINC24185724,Inactive,
ZINC16846215,Inactive,
ZINC21860113,Inactive,
ZINC11925866,Inactive,
ZINC21766224,Inactive,
ZINC23425463,Inactive,
ZINC29497706,Inactive,
ZINC08440428,Inactive,
ZINC21660927,Inactive,
ZINC15776164,Inactive,
ZINC22662944,Inactive,
ZINC24734519,Inactive,
ZINC21707753,Inactive,
ZINC28022273,Inactive,
ZINC11309174,Inactive,
ZINC18617611,Inactive,
ZINC23964294,Inactive,
ZINC05924781,Inactive,
ZINC23842028,Inactive,
ZINC22513042,Inactive,
ZINC14981699,Inactive,
ZINC03028661,Inactive,
ZINC27533765,Inactive,
ZINC29165819,Inactive,
ZINC10758327,Inactive,
ZINC25555113,Inactive,
ZINC25479062,Inactive,
ZINC01281783,Inactive,
ZINC13840651,Inactive,
ZINC30680128,Inactive,
ZINC30790245,Inactive,
ZINC03426359,Inactive,
ZINC22652418,Inactive,
ZINC20075578,Inactive,
ZINC24420980,Inactive,
ZINC24704908,Inactive,
ZINC31167276,Inactive,
ZINC17703376,Inactive,
ZINC20067710,Inactive,
ZINC06655644,Inactive,
ZINC27292554,Inactive,
ZINC28765558,Inactive,
ZINC03597679,Inactive,
ZINC06361789,Inactive,
ZINC29606397,Inactive,
ZINC24615855,Inactive,
ZINC09431008,Inactive,
ZINC11865509,Inactive,
ZINC14675241,Inactive,
ZINC18051505,Inactive,
ZINC21326654,Inactive,
ZINC21954877,Inactive,
ZINC25347518,Inactive,
ZINC24704410,Inactive,
ZINC15987534,Inactive,
ZINC09369246,Inactive,
ZINC31652886,Inactive,
ZINC16427847,Inactive,
ZINC09491936,Inactive,
ZINC09506030,Inactive,
ZINC29453799,Inactive,
ZINC29286833,Inactive,
ZINC22227712,Inactive,
ZINC17440756,Inactive,
ZINC31512267,Inactive,
ZINC25366100,Inactive,
ZINC09064707,Inactive,
ZINC31189811,Inactive,
ZINC20287387,Inactive,
ZINC14241340,Inactive,
ZINC16793249,Inactive,
ZINC11047432,Inactive,
ZINC10775500,Inactive,
ZINC31792621,Inactive,
ZINC25082838,Inactive,
ZINC29558806,Inactive,
ZINC16255096,Inactive,
ZINC09561788,Inactive,
ZINC10379638,Inactive,
ZINC26640556,Inactive,
ZINC28837053,Inactive,
ZINC29272147,Inactive,
ZINC27469529,Inactive,
ZINC10825206,Inactive,
ZINC30852865,Inactive,
ZINC24737817,Inactive,
ZINC10532374,Inactive,
ZINC19924449,Inactive,
ZINC17991313,Inactive,
ZINC20064701,Inactive,
ZINC22550393,Inactive,
ZINC20678165,Inactive,
ZINC27259115,Inactive,
ZINC02870661,Inactive,
ZINC01567723,Inactive,
ZINC13840659,Inactive,
ZINC12773185,Inactive,
ZINC28605414,Inactive,
ZINC02805680,Inactive,
ZINC13898747,Inactive,
ZINC21757289,Inactive,
ZINC28439744,Inactive,
ZINC21851387,Inactive,
ZINC15776695,Inactive,
ZINC14253553,Inactive,
ZINC27170139,Inactive,
ZINC23647633,Inactive,
ZINC27533677,Inactive,
ZINC03478260,Inactive,
ZINC21228840,Inactive,
ZINC31686003,Inactive,
ZINC22145076,Inactive,
ZINC21446633,Inactive,
ZINC11925715,Inactive,
ZINC14045490,Inactive,
ZINC26120255,Inactive,
ZINC01898172,Inactive,
ZINC08821670,Inactive,
ZINC24616559,Inactive,
ZINC02560008,Inactive,
ZINC08647900,Inactive,
ZINC29526167,Inactive,
ZINC01886804,Inactive,
ZINC31183514,Inactive,
ZINC01723437,Inactive,
ZINC22143101,Inactive,
ZINC24738115,Inactive,
ZINC31128208,Inactive,
ZINC31011975,Inactive,
ZINC26891060,Inactive,
ZINC08960795,Inactive,
ZINC13840647,Inactive,
ZINC22713054,Inactive,
ZINC15088189,Inactive,
ZINC00961899,Inactive,
ZINC18247919,Inactive,
ZINC28360073,Inactive,
ZINC25487871,Inactive,
ZINC23493652,Inactive,
ZINC05582777,Inactive,
ZINC20790196,Inactive,
ZINC28700019,Inactive,
ZINC29123020,Inactive,
ZINC22240627,Inactive,
ZINC24738111,Inactive,
ZINC29580970,Inactive,
ZINC10615829,Inactive,
ZINC27590945,Inactive,
ZINC24657145,Inactive,
ZINC20160605,Inactive,
ZINC29883235,Inactive,
ZINC12427820,Inactive,
ZINC17176978,Inactive,
ZINC27835814,Inactive,
ZINC13828424,Inactive,
ZINC11309740,Inactive,
ZINC03416130,Inactive,
ZINC01116184,Inactive,
ZINC09779972,Inactive,
ZINC09440245,Inactive,
ZINC10481817,Inactive,
ZINC11024482,Inactive,
ZINC19828246,Inactive,
ZINC27703819,Inactive,
ZINC26891064,Inactive,
ZINC13005012,Inactive,
ZINC08966283,Inactive,
ZINC20673451,Inactive,
ZINC01723438,Inactive,
ZINC09764556,Inactive,
ZINC22201344,Inactive,
ZINC01902729,Inactive,
ZINC13810907,Inactive,
ZINC01405899,Inactive,
ZINC12007204,Inactive,
ZINC20480110,Inactive,
ZINC31240853,Inactive,
ZINC09568369,Inactive,
ZINC17889641,Inactive,
ZINC14236659,Inactive,
ZINC13009398,Inactive,
ZINC10828262,Inactive,
ZINC27808828,Inactive,
ZINC11369488,Inactive,
ZINC21478723,Inactive,
ZINC12879191,Inactive,
ZINC12658888,Inactive,
ZINC24912233,Inactive,
ZINC27723794,Inactive,
ZINC27532336,Inactive,
ZINC09198593,Inactive,
ZINC23509298,Inactive,
ZINC29040290,Inactive,
ZINC12563275,Inactive,
ZINC02144377,Inactive,
ZINC12212967,Inactive,
ZINC08676855,Inactive,
ZINC24037838,Inactive,
ZINC23276562,Inactive,
ZINC11215870,Inactive,
ZINC25476503,Inactive,
ZINC08724507,Inactive,
ZINC13499293,Inactive,
ZINC10905171,Inactive,
ZINC13499595,Inactive,
ZINC13064967,Inactive,
ZINC13498965,Inactive,
ZINC13943085,Inactive,
ZINC13500354,Inactive,
ZINC13499631,Inactive,
ZINC13500828,Inactive,
ZINC13498460,Inactive,
ZINC13499680,Inactive,
ZINC13499124,Inactive,
ZINC06149030,Inactive,
ZINC08624845,Inactive,
ZINC13500776,Inactive,
ZINC13494832,Inactive,
ZINC02108948,Inactive,
ZINC12397081,Inactive,
ZINC13498450,Inactive,
ZINC13500933,Inactive,
ZINC13498854,Inactive,
ZINC19972980,Inactive,
ZINC13063743,Inactive,
ZINC13064730,Inactive,
ZINC13063729,Inactive,
ZINC08833291,Inactive,
ZINC13063924,Inactive,
ZINC13494291,Inactive,
ZINC06197936,Inactive,
ZINC19972884,Inactive,
ZINC14713907,Inactive,
ZINC08887796,Inactive,
ZINC04588837,Inactive,
ZINC04494250,Inactive,
ZINC10983392,Inactive,
ZINC27268966,Inactive,
ZINC29022087,Inactive,
ZINC31068583,Inactive,
ZINC27778052,Inactive,
ZINC27079254,Inactive,
ZINC20668227,Inactive,
ZINC21604079,Inactive,
ZINC23324041,Inactive,
ZINC27533352,Inactive,
ZINC14702920,Inactive,
ZINC28226274,Inactive,
ZINC02062853,Inactive,
ZINC11257085,Inactive,
ZINC26522877,Inactive,
