mol_name,activity,potency
CHEMBL2368198,Active,7.301
CHEMBL2368199,Active,8.301
CHEMBL2368200,Active,8
CHEMBL2368202,Active,8.125
CHEMBL2368205,Active,7.699
CHEMBL3318042,Active,8.051
CHEMBL3349544,Active,7.917
CHEMBL3349824,Active,7.876
CHEMBL3349825,Active,7.706
CHEMBL3349827,Active,8.119
CHEMBL3349828,Active,7.967
CHEMBL3677707,Active,8.398
CHEMBL3677708,Active,8.523
CHEMBL3677709,Active,8.699
CHEMBL3684074,Active,7.658
CHEMBL3704922,Active,7.438
CHEMBL3704923,Active,7.269
CHEMBL3896765,Active,8.699
CHEMBL3906659,Active,8.699
CHEMBL3963593,Active,9
CHEMBL3970138,Active,7.775
CHEMBL3971241,Active,8.097
CHEMBL3971439,Active,8
CHEMBL3985556,Active,9
CHEMBL39102,Active,7.796
CHEMBL1006,Inactive,2
CHEMBL1009,Inactive,2
CHEMBL101168,Inactive,2
CHEMBL101600,Inactive,2
CHEMBL1016,Inactive,2
CHEMBL101824,Inactive,5.187
CHEMBL101831,Inactive,5.77
CHEMBL101,Inactive,2
CHEMBL1020,Inactive,2
CHEMBL102112,Inactive,5.301
CHEMBL102199,Inactive,4.699
CHEMBL1024,Inactive,2
CHEMBL103139,Inactive,5.301
CHEMBL103,Inactive,2
CHEMBL1042,Inactive,2
CHEMBL1046,Inactive,2
CHEMBL104,Inactive,2
CHEMBL1054,Inactive,2
CHEMBL1055,Inactive,2
CHEMBL105,Inactive,2
CHEMBL1062,Inactive,2
CHEMBL1064,Inactive,2
CHEMBL1065,Inactive,2
CHEMBL1068,Inactive,2
CHEMBL1069,Inactive,2
CHEMBL106,Inactive,2
CHEMBL1070,Inactive,2
CHEMBL1071,Inactive,2
CHEMBL1073,Inactive,2
CHEMBL1076211,Inactive,2
CHEMBL1077,Inactive,2
CHEMBL107,Inactive,2
CHEMBL1082,Inactive,2
CHEMBL108545,Inactive,2
CHEMBL1087,Inactive,2
CHEMBL1089,Inactive,2
CHEMBL108,Inactive,2
CHEMBL1095699,Inactive,2
CHEMBL109,Inactive,2
CHEMBL10,Inactive,2
CHEMBL1103,Inactive,2
CHEMBL1105,Inactive,2
CHEMBL110691,Inactive,2
CHEMBL1108,Inactive,2
CHEMBL1109,Inactive,2
CHEMBL1110,Inactive,2
CHEMBL1113,Inactive,2
CHEMBL1117,Inactive,2
CHEMBL111861,Inactive,2
CHEMBL1123,Inactive,2
CHEMBL112,Inactive,2
CHEMBL1130,Inactive,2
CHEMBL113,Inactive,2
CHEMBL1140,Inactive,2
CHEMBL1148,Inactive,2
CHEMBL1149,Inactive,2
CHEMBL114,Inactive,2
CHEMBL115307,Inactive,5.854
CHEMBL115769,Inactive,2
CHEMBL1159650,Inactive,2
CHEMBL115,Inactive,2
CHEMBL1162,Inactive,2
CHEMBL1163145,Inactive,5.592
CHEMBL1163146,Inactive,5.07
CHEMBL1163153,Inactive,2
CHEMBL1163189,Inactive,2
CHEMBL1163198,Inactive,3.818
CHEMBL1163691,Inactive,2
CHEMBL1164157,Inactive,5.158
CHEMBL1164546,Inactive,2
CHEMBL1165012,Inactive,2
CHEMBL1165259,Inactive,5.833
CHEMBL1167,Inactive,2
CHEMBL1168,Inactive,2
CHEMBL1169,Inactive,2
CHEMBL116,Inactive,2
CHEMBL1172,Inactive,2
CHEMBL117405,Inactive,2
CHEMBL1177,Inactive,2
CHEMBL11804,Inactive,2
CHEMBL11891,Inactive,5.764
CHEMBL118,Inactive,2
CHEMBL1191,Inactive,2
CHEMBL119385,Inactive,2
CHEMBL119443,Inactive,2
CHEMBL1194,Inactive,2
CHEMBL1196,Inactive,2
CHEMBL1198,Inactive,2
CHEMBL1200391,Inactive,2
CHEMBL1200396,Inactive,2
CHEMBL1200406,Inactive,2
CHEMBL1200545,Inactive,2
CHEMBL1200558,Inactive,2
CHEMBL1200559,Inactive,2
CHEMBL1200585,Inactive,2
CHEMBL1200600,Inactive,2
CHEMBL1200604,Inactive,2
CHEMBL1200623,Inactive,2
CHEMBL1200624,Inactive,2
CHEMBL1200629,Inactive,2
CHEMBL1200633,Inactive,2
CHEMBL1200656,Inactive,2
CHEMBL1200679,Inactive,2
CHEMBL1200709,Inactive,2
CHEMBL1200748,Inactive,2
CHEMBL1200845,Inactive,2
CHEMBL1200862,Inactive,2
CHEMBL1200993,Inactive,2
CHEMBL1201010,Inactive,2
CHEMBL1201012,Inactive,2
CHEMBL1201024,Inactive,2
CHEMBL1201117,Inactive,2
CHEMBL1201139,Inactive,2
CHEMBL1201146,Inactive,2
CHEMBL1201151,Inactive,2
CHEMBL1201193,Inactive,2
CHEMBL1201195,Inactive,2
CHEMBL1201203,Inactive,2
CHEMBL1201207,Inactive,2
CHEMBL1201216,Inactive,2
CHEMBL1201220,Inactive,2
CHEMBL1201237,Inactive,2
CHEMBL1201346,Inactive,2
CHEMBL1201353,Inactive,2
CHEMBL1201356,Inactive,2
CHEMBL1208572,Inactive,2
CHEMBL12089,Inactive,2
CHEMBL12131,Inactive,2
CHEMBL1214185,Inactive,2
CHEMBL1219,Inactive,2
CHEMBL121,Inactive,2
CHEMBL1220,Inactive,2
CHEMBL1221512,Inactive,2
CHEMBL1221,Inactive,2
CHEMBL122,Inactive,2
CHEMBL1230333,Inactive,2
CHEMBL1230813,Inactive,2
CHEMBL1231107,Inactive,2
CHEMBL1231530,Inactive,2
CHEMBL1231,Inactive,2
CHEMBL123292,Inactive,2
CHEMBL1235242,Inactive,2
CHEMBL1236282,Inactive,2
CHEMBL1237044,Inactive,2
CHEMBL1237061,Inactive,5.051
CHEMBL1237,Inactive,2
CHEMBL1243,Inactive,2
CHEMBL1255834,Inactive,2
CHEMBL1255837,Inactive,2
CHEMBL1255901,Inactive,2
CHEMBL1256017,Inactive,2
CHEMBL1261,Inactive,2
CHEMBL1262,Inactive,2
CHEMBL127516,Inactive,2
CHEMBL1276308,Inactive,2
CHEMBL127,Inactive,2
CHEMBL1282,Inactive,2
CHEMBL12856,Inactive,2
CHEMBL1289,Inactive,2
CHEMBL128,Inactive,2
CHEMBL12948,Inactive,2
CHEMBL1297,Inactive,2
CHEMBL129,Inactive,2
CHEMBL12,Inactive,2
CHEMBL1306,Inactive,2
CHEMBL1308,Inactive,2
CHEMBL130,Inactive,2
CHEMBL1319362,Inactive,2
CHEMBL131,Inactive,2
CHEMBL13209,Inactive,2
CHEMBL1321154,Inactive,2
CHEMBL1321,Inactive,2
CHEMBL1333512,Inactive,2
CHEMBL13341,Inactive,2
CHEMBL133434,Inactive,2
CHEMBL13378,Inactive,2
CHEMBL133834,Inactive,2
CHEMBL134342,Inactive,2
CHEMBL1349,Inactive,2
CHEMBL134,Inactive,2
CHEMBL135,Inactive,2
CHEMBL1365675,Inactive,2
CHEMBL1370561,Inactive,2
CHEMBL1370,Inactive,2
CHEMBL1371125,Inactive,2
CHEMBL1371937,Inactive,2
CHEMBL1371,Inactive,2
CHEMBL1372,Inactive,2
CHEMBL1373,Inactive,2
CHEMBL137,Inactive,2
CHEMBL1381098,Inactive,2
CHEMBL1384,Inactive,2
CHEMBL1385840,Inactive,2
CHEMBL1388,Inactive,2
CHEMBL1390,Inactive,2
CHEMBL1393,Inactive,2
CHEMBL1395,Inactive,2
CHEMBL139835,Inactive,2
CHEMBL1399,Inactive,2
CHEMBL139,Inactive,2
CHEMBL13,Inactive,2
CHEMBL1400945,Inactive,2
CHEMBL1403281,Inactive,2
CHEMBL14053,Inactive,2
CHEMBL1405,Inactive,2
CHEMBL14060,Inactive,2
CHEMBL1411979,Inactive,2
CHEMBL141343,Inactive,2
CHEMBL1413,Inactive,2
CHEMBL14192,Inactive,2
CHEMBL1419,Inactive,2
CHEMBL141,Inactive,2
CHEMBL1425,Inactive,2
CHEMBL1428,Inactive,2
CHEMBL1430,Inactive,2
CHEMBL1431,Inactive,2
CHEMBL1433,Inactive,2
CHEMBL1440,Inactive,2
CHEMBL1444,Inactive,2
CHEMBL1447,Inactive,2
CHEMBL1451,Inactive,2
CHEMBL1454946,Inactive,2
CHEMBL1454,Inactive,2
CHEMBL1455,Inactive,2
CHEMBL1456,Inactive,2
CHEMBL1460,Inactive,2
CHEMBL1463,Inactive,2
CHEMBL1464,Inactive,2
CHEMBL1466,Inactive,2
CHEMBL1467,Inactive,2
CHEMBL146964,Inactive,5.31
CHEMBL147231,Inactive,5.337
CHEMBL1475,Inactive,2
CHEMBL1479,Inactive,2
CHEMBL1480987,Inactive,2
CHEMBL1480,Inactive,2
CHEMBL1481,Inactive,2
CHEMBL1483,Inactive,2
CHEMBL1489254,Inactive,2
CHEMBL1489,Inactive,2
CHEMBL1490,Inactive,2
CHEMBL1491,Inactive,2
CHEMBL1493,Inactive,2
CHEMBL149701,Inactive,2.824
CHEMBL149702,Inactive,5.77
CHEMBL14,Inactive,2
CHEMBL1501,Inactive,2
CHEMBL1502,Inactive,2
CHEMBL1503,Inactive,2
CHEMBL1504,Inactive,2
CHEMBL1512,Inactive,2
CHEMBL1513,Inactive,2
CHEMBL1515611,Inactive,2
CHEMBL1515,Inactive,2
CHEMBL1517,Inactive,2
CHEMBL1518,Inactive,2
CHEMBL1521,Inactive,2
CHEMBL15245,Inactive,2
CHEMBL1527608,Inactive,2
CHEMBL153062,Inactive,2
CHEMBL153479,Inactive,2
CHEMBL1535,Inactive,2
CHEMBL1536,Inactive,2
CHEMBL1537,Inactive,2
CHEMBL1539,Inactive,2
CHEMBL1540,Inactive,2
CHEMBL154111,Inactive,2
CHEMBL1542,Inactive,2
CHEMBL1544,Inactive,2
CHEMBL154,Inactive,2
CHEMBL15511,Inactive,2
CHEMBL1554,Inactive,2
CHEMBL1560,Inactive,2
CHEMBL1566249,Inactive,2
CHEMBL1566956,Inactive,2
CHEMBL1566,Inactive,2
CHEMBL1567463,Inactive,2
CHEMBL1568,Inactive,2
CHEMBL157101,Inactive,2
CHEMBL157138,Inactive,2
CHEMBL1572,Inactive,2
CHEMBL157548,Inactive,2
CHEMBL15770,Inactive,2
CHEMBL1586,Inactive,2
CHEMBL158,Inactive,2
CHEMBL1592,Inactive,2
CHEMBL1598608,Inactive,2
CHEMBL159,Inactive,2
CHEMBL1601669,Inactive,2
CHEMBL16068,Inactive,2
CHEMBL16073,Inactive,2
CHEMBL160,Inactive,2
CHEMBL1612004,Inactive,2
CHEMBL1614641,Inactive,2
CHEMBL1618305,Inactive,2
CHEMBL1619,Inactive,2
CHEMBL1626,Inactive,2
CHEMBL1628227,Inactive,2
CHEMBL1629810,Inactive,2
CHEMBL1630578,Inactive,2
CHEMBL1630579,Inactive,2
CHEMBL163,Inactive,2
CHEMBL164290,Inactive,2
CHEMBL1643,Inactive,2
CHEMBL1650,Inactive,2
CHEMBL1651906,Inactive,2
CHEMBL165790,Inactive,2
CHEMBL165,Inactive,2
CHEMBL1660,Inactive,2
CHEMBL1670,Inactive,2
CHEMBL167911,Inactive,2
CHEMBL1679,Inactive,2
CHEMBL1687,Inactive,2
CHEMBL1697694,Inactive,2
CHEMBL16,Inactive,2
CHEMBL1712923,Inactive,2
CHEMBL17157,Inactive,2
CHEMBL1726,Inactive,2
CHEMBL1727,Inactive,2
CHEMBL1729,Inactive,5.472
CHEMBL1730,Inactive,2
CHEMBL1732,Inactive,2
CHEMBL1741,Inactive,2
CHEMBL1747,Inactive,2
CHEMBL174,Inactive,2
CHEMBL1751,Inactive,2
CHEMBL1752,Inactive,2
CHEMBL1753,Inactive,2
CHEMBL1754,Inactive,2
CHEMBL175,Inactive,2
CHEMBL1760,Inactive,2
CHEMBL1762,Inactive,2
CHEMBL1766,Inactive,2
CHEMBL1771,Inactive,2
CHEMBL177756,Inactive,2
CHEMBL177,Inactive,2
CHEMBL178,Inactive,2
CHEMBL1790041,Inactive,2
CHEMBL181,Inactive,2
CHEMBL182,Inactive,2
CHEMBL184618,Inactive,2
CHEMBL184,Inactive,2
CHEMBL185,Inactive,2
CHEMBL18701,Inactive,2
CHEMBL1873703,Inactive,2
CHEMBL18797,Inactive,2
CHEMBL188921,Inactive,2
CHEMBL189171,Inactive,2
CHEMBL189,Inactive,2
CHEMBL19019,Inactive,2
CHEMBL1902627,Inactive,2
CHEMBL1902981,Inactive,2
CHEMBL1908008,Inactive,2
CHEMBL1908355,Inactive,2
CHEMBL1909048,Inactive,2
CHEMBL1909049,Inactive,2
CHEMBL1909050,Inactive,2
CHEMBL1909051,Inactive,2
CHEMBL1909065,Inactive,2
CHEMBL1909070,Inactive,2
CHEMBL1909072,Inactive,2
CHEMBL1909073,Inactive,2
CHEMBL1909076,Inactive,2
CHEMBL190,Inactive,2
CHEMBL191,Inactive,2
CHEMBL19215,Inactive,2
CHEMBL19224,Inactive,2
CHEMBL19236,Inactive,2
CHEMBL19299,Inactive,2
CHEMBL192,Inactive,2
CHEMBL193482,Inactive,2
CHEMBL193,Inactive,2
CHEMBL195437,Inactive,2
CHEMBL196,Inactive,2
CHEMBL203266,Inactive,2
CHEMBL205596,Inactive,2
CHEMBL2079587,Inactive,2
CHEMBL20883,Inactive,2
CHEMBL20,Inactive,2
CHEMBL2103747,Inactive,2
CHEMBL2103774,Inactive,2
CHEMBL2105617,Inactive,2
CHEMBL2105807,Inactive,2
CHEMBL2106399,Inactive,2
CHEMBL2107687,Inactive,2
CHEMBL2107797,Inactive,2
CHEMBL2111238,Inactive,5.301
CHEMBL2111271,Inactive,5.699
CHEMBL211501,Inactive,2
CHEMBL21731,Inactive,2
CHEMBL219916,Inactive,2
CHEMBL21,Inactive,2
CHEMBL2203595,Inactive,4.664
CHEMBL2203597,Inactive,4.652
CHEMBL221753,Inactive,2
CHEMBL221886,Inactive,2
CHEMBL2220427,Inactive,2
CHEMBL2221249,Inactive,2
CHEMBL222863,Inactive,2
CHEMBL2252949,Inactive,2
CHEMBL227934,Inactive,2
CHEMBL2347005,Inactive,2
CHEMBL2347006,Inactive,2
CHEMBL2347007,Inactive,2
CHEMBL2347008,Inactive,2
CHEMBL2347009,Inactive,2
CHEMBL2347010,Inactive,2
CHEMBL2347011,Inactive,2
CHEMBL234926,Inactive,2
CHEMBL2367892,Inactive,2
CHEMBL2368201,Inactive,5.301
CHEMBL238071,Inactive,2
CHEMBL2393053,Inactive,5.076
CHEMBL23,Inactive,2
CHEMBL241694,Inactive,2
CHEMBL242273,Inactive,2
CHEMBL24441,Inactive,2
CHEMBL245416,Inactive,2
CHEMBL248702,Inactive,2
CHEMBL24944,Inactive,2
CHEMBL24,Inactive,2
CHEMBL252556,Inactive,2
CHEMBL252557,Inactive,2
CHEMBL253376,Inactive,2
CHEMBL254219,Inactive,2
CHEMBL25719,Inactive,2
CHEMBL258583,Inactive,5.416
CHEMBL258999,Inactive,4.771
CHEMBL259240,Inactive,4.124
CHEMBL25,Inactive,2
CHEMBL260510,Inactive,3.697
CHEMBL261334,Inactive,4.712
CHEMBL261621,Inactive,5.75
CHEMBL261622,Inactive,5.818
CHEMBL261748,Inactive,4.278
CHEMBL26260,Inactive,2
CHEMBL262777,Inactive,2
CHEMBL264374,Inactive,2
CHEMBL267044,Inactive,2
CHEMBL267345,Inactive,2
CHEMBL267648,Inactive,2
CHEMBL267744,Inactive,2
CHEMBL267894,Inactive,2
CHEMBL268291,Inactive,2
CHEMBL269732,Inactive,2
CHEMBL26,Inactive,2
CHEMBL270299,Inactive,2
CHEMBL273348,Inactive,2
CHEMBL275742,Inactive,2
CHEMBL27577,Inactive,2
CHEMBL276717,Inactive,5.889
CHEMBL276832,Inactive,2
CHEMBL277100,Inactive,2
CHEMBL277474,Inactive,2
CHEMBL27769,Inactive,2
CHEMBL278172,Inactive,2
CHEMBL27,Inactive,2
CHEMBL28079,Inactive,2
CHEMBL280998,Inactive,2
CHEMBL282468,Inactive,2
CHEMBL282575,Inactive,2
CHEMBL283196,Inactive,2
CHEMBL286398,Inactive,2
CHEMBL289469,Inactive,2
CHEMBL290106,Inactive,2
CHEMBL290916,Inactive,2
CHEMBL291338,Inactive,2
CHEMBL29292,Inactive,2
CHEMBL293492,Inactive,2
CHEMBL294199,Inactive,2
CHEMBL295416,Inactive,2
CHEMBL296419,Inactive,2
CHEMBL29,Inactive,2
CHEMBL2,Inactive,2
CHEMBL30008,Inactive,2
CHEMBL302795,Inactive,2
CHEMBL30327,Inactive,2
CHEMBL3039597,Inactive,2
CHEMBL305660,Inactive,2
CHEMBL307145,Inactive,2
CHEMBL3084803,Inactive,2
CHEMBL30,Inactive,2
CHEMBL310555,Inactive,2
CHEMBL311350,Inactive,2
CHEMBL311469,Inactive,2
CHEMBL31184,Inactive,2
CHEMBL313493,Inactive,2
CHEMBL316561,Inactive,2
CHEMBL317142,Inactive,5.456
CHEMBL3183075,Inactive,2
CHEMBL319244,Inactive,2
CHEMBL31,Inactive,2
CHEMBL3215298,Inactive,2
CHEMBL321713,Inactive,5.602
CHEMBL323344,Inactive,2
CHEMBL323880,Inactive,5.654
CHEMBL325372,Inactive,2
CHEMBL32749,Inactive,2
CHEMBL333306,Inactive,2
CHEMBL334255,Inactive,2
CHEMBL3344536,Inactive,2
CHEMBL3344540,Inactive,2
CHEMBL3350037,Inactive,2
CHEMBL338790,Inactive,2
CHEMBL33,Inactive,2
CHEMBL340978,Inactive,2
CHEMBL34139,Inactive,2
CHEMBL34259,Inactive,2
CHEMBL34431,Inactive,2
CHEMBL3545252,Inactive,2
CHEMBL357995,Inactive,2
CHEMBL35,Inactive,2
CHEMBL364713,Inactive,2
CHEMBL36715,Inactive,2
CHEMBL36994,Inactive,2
CHEMBL37161,Inactive,2
CHEMBL372795,Inactive,2
CHEMBL374478,Inactive,2
CHEMBL376180,Inactive,2
CHEMBL37858,Inactive,2
CHEMBL384467,Inactive,2
CHEMBL386630,Inactive,2
CHEMBL38737,Inactive,2
CHEMBL388590,Inactive,2
CHEMBL389621,Inactive,2
CHEMBL38,Inactive,2
CHEMBL395110,Inactive,2
CHEMBL398440,Inactive,2
CHEMBL3986260,Inactive,3.412
CHEMBL3,Inactive,2
CHEMBL402794,Inactive,2
CHEMBL403,Inactive,2
CHEMBL404520,Inactive,2
CHEMBL404811,Inactive,2
CHEMBL404,Inactive,2
CHEMBL40583,Inactive,2
CHEMBL406,Inactive,2
CHEMBL407030,Inactive,2
CHEMBL407,Inactive,2
CHEMBL408,Inactive,2
CHEMBL409841,Inactive,4.349
CHEMBL40,Inactive,2
CHEMBL410639,Inactive,4.564
CHEMBL411443,Inactive,4.385
CHEMBL411,Inactive,2
CHEMBL412060,Inactive,3.315
CHEMBL412295,Inactive,4.652
CHEMBL412873,Inactive,2
CHEMBL413965,Inactive,2
CHEMBL413,Inactive,2
CHEMBL415324,Inactive,2
CHEMBL41543,Inactive,2
CHEMBL415690,Inactive,2
CHEMBL415,Inactive,2
CHEMBL416,Inactive,2
CHEMBL417,Inactive,2
CHEMBL418971,Inactive,2
CHEMBL41,Inactive,2
CHEMBL420,Inactive,2
CHEMBL4213010,Inactive,2
CHEMBL421,Inactive,2
CHEMBL422,Inactive,2
CHEMBL423192,Inactive,2
CHEMBL4243267,Inactive,2
CHEMBL42442,Inactive,2
CHEMBL424,Inactive,2
CHEMBL426123,Inactive,2
CHEMBL42710,Inactive,2
CHEMBL427216,Inactive,2
CHEMBL427526,Inactive,2
CHEMBL428647,Inactive,2
CHEMBL428880,Inactive,2
CHEMBL428,Inactive,2
CHEMBL429023,Inactive,2
CHEMBL429,Inactive,2
CHEMBL42,Inactive,2
CHEMBL43064,Inactive,2
CHEMBL433257,Inactive,2
CHEMBL434063,Inactive,2
CHEMBL434,Inactive,2
CHEMBL435224,Inactive,2
CHEMBL435,Inactive,2
CHEMBL437002,Inactive,2
CHEMBL437,Inactive,2
CHEMBL43882,Inactive,2
CHEMBL438,Inactive,2
CHEMBL439,Inactive,2
CHEMBL441687,Inactive,2
CHEMBL442,Inactive,2
CHEMBL443,Inactive,2
CHEMBL444633,Inactive,2
CHEMBL445206,Inactive,2
CHEMBL4455828,Inactive,2
CHEMBL445,Inactive,2
CHEMBL44618,Inactive,2
CHEMBL44657,Inactive,2
CHEMBL446,Inactive,2
CHEMBL447,Inactive,2
CHEMBL44814,Inactive,2
CHEMBL448462,Inactive,5.155
CHEMBL44884,Inactive,2
CHEMBL44,Inactive,2
CHEMBL450895,Inactive,2
CHEMBL451,Inactive,2
CHEMBL45245,Inactive,2
CHEMBL452861,Inactive,2
CHEMBL452,Inactive,2
CHEMBL4537788,Inactive,2
CHEMBL453,Inactive,2
CHEMBL4565242,Inactive,2
CHEMBL456807,Inactive,2
CHEMBL456,Inactive,2
CHEMBL457,Inactive,2
CHEMBL458019,Inactive,2
CHEMBL459,Inactive,2
CHEMBL45,Inactive,2
CHEMBL460291,Inactive,2
CHEMBL460499,Inactive,2
CHEMBL461727,Inactive,2
CHEMBL462547,Inactive,2
CHEMBL4639024,Inactive,2
CHEMBL46403,Inactive,2
CHEMBL4645080,Inactive,2
CHEMBL4648290,Inactive,2
CHEMBL4649901,Inactive,2
CHEMBL467,Inactive,2
CHEMBL468,Inactive,2
CHEMBL469912,Inactive,2
CHEMBL469,Inactive,2
CHEMBL46,Inactive,2
CHEMBL471,Inactive,2
CHEMBL47244,Inactive,2
CHEMBL472,Inactive,2
CHEMBL475534,Inactive,2
CHEMBL476,Inactive,2
CHEMBL479,Inactive,2
CHEMBL47,Inactive,2
CHEMBL480,Inactive,2
CHEMBL481,Inactive,2
CHEMBL482601,Inactive,5.523
CHEMBL482803,Inactive,5.699
CHEMBL482804,Inactive,5.301
CHEMBL483819,Inactive,5.301
CHEMBL48449,Inactive,2
CHEMBL485259,Inactive,2
CHEMBL485549,Inactive,2
CHEMBL485858,Inactive,5.301
CHEMBL486985,Inactive,4.52
CHEMBL487894,Inactive,2
CHEMBL488025,Inactive,2
CHEMBL488,Inactive,2
CHEMBL49080,Inactive,2
CHEMBL490,Inactive,2
CHEMBL493,Inactive,2
CHEMBL495778,Inactive,2
CHEMBL496,Inactive,2
CHEMBL498847,Inactive,2
CHEMBL498,Inactive,2
CHEMBL499815,Inactive,2
CHEMBL499,Inactive,2
CHEMBL49,Inactive,2
CHEMBL4,Inactive,2
CHEMBL500,Inactive,2
CHEMBL501307,Inactive,5.523
CHEMBL502620,Inactive,2
CHEMBL502896,Inactive,2
CHEMBL50444,Inactive,2
CHEMBL504760,Inactive,2
CHEMBL504781,Inactive,5.824
CHEMBL50588,Inactive,2
CHEMBL506247,Inactive,5.505
CHEMBL506,Inactive,2
CHEMBL508102,Inactive,2
CHEMBL508112,Inactive,2
CHEMBL509,Inactive,2
CHEMBL510139,Inactive,2
CHEMBL511,Inactive,2
CHEMBL513,Inactive,2
CHEMBL514,Inactive,2
CHEMBL515914,Inactive,2
CHEMBL515,Inactive,2
CHEMBL516,Inactive,2
CHEMBL517712,Inactive,2
CHEMBL521589,Inactive,2
CHEMBL521,Inactive,2
CHEMBL52440,Inactive,2
CHEMBL526,Inactive,2
CHEMBL527,Inactive,2
CHEMBL529,Inactive,2
CHEMBL531,Inactive,2
CHEMBL532,Inactive,2
CHEMBL53463,Inactive,2
CHEMBL534,Inactive,2
CHEMBL540445,Inactive,2
CHEMBL54126,Inactive,2
CHEMBL541,Inactive,2
CHEMBL547,Inactive,2
CHEMBL549,Inactive,2
CHEMBL54,Inactive,2
CHEMBL553025,Inactive,2
CHEMBL557555,Inactive,2
CHEMBL558551,Inactive,2
CHEMBL558,Inactive,2
CHEMBL559147,Inactive,2
CHEMBL55,Inactive,2
CHEMBL561,Inactive,2
CHEMBL562,Inactive,2
CHEMBL56337,Inactive,2
CHEMBL56367,Inactive,2
CHEMBL563,Inactive,2
CHEMBL564201,Inactive,2
CHEMBL564,Inactive,2
CHEMBL56564,Inactive,2
CHEMBL565,Inactive,2
CHEMBL566534,Inactive,2
CHEMBL567597,Inactive,2
CHEMBL567,Inactive,2
CHEMBL569,Inactive,2
CHEMBL571,Inactive,2
CHEMBL572,Inactive,2
CHEMBL573,Inactive,2
CHEMBL578,Inactive,2
CHEMBL57,Inactive,2
CHEMBL580,Inactive,2
CHEMBL583,Inactive,2
CHEMBL584,Inactive,2
CHEMBL585,Inactive,2
CHEMBL588119,Inactive,2
CHEMBL58,Inactive,2
CHEMBL593686,Inactive,4.34
CHEMBL594578,Inactive,4.384
CHEMBL594813,Inactive,5.251
CHEMBL595754,Inactive,3.444
CHEMBL595984,Inactive,3.12
CHEMBL595988,Inactive,4.205
CHEMBL595,Inactive,2
CHEMBL597,Inactive,2
CHEMBL599,Inactive,2
CHEMBL600325,Inactive,2
CHEMBL603,Inactive,2
CHEMBL605514,Inactive,4.947
CHEMBL606359,Inactive,4.59
CHEMBL606813,Inactive,5.159
CHEMBL60889,Inactive,2
CHEMBL608986,Inactive,5.149
CHEMBL608,Inactive,2
CHEMBL611,Inactive,2
CHEMBL614,Inactive,2
CHEMBL61,Inactive,2
