mol_name,activity,potency
CHEMBL593933,Active,10.351
CHEMBL3221568,Active,7.934
CHEMBL4648566,Active,6.602
CHEMBL490866,Active,8.398
CHEMBL3633857,Active,6.447
CHEMBL3633865,Active,7.569
CHEMBL445846,Active,7.397
CHEMBL3604283,Active,7.954
CHEMBL4642573,Active,6.602
CHEMBL2393110,Active,7.543
CHEMBL605303,Active,9.075
CHEMBL219550,Active,7.742
CHEMBL108749,Active,8.292
CHEMBL2393224,Active,8.079
CHEMBL3221274,Active,6.802
CHEMBL4080492,Active,6.337
CHEMBL3221275,Active,6.669
CHEMBL594186,Active,6.099
CHEMBL237870,Active,6.314
CHEMBL384886,Active,6.801
CHEMBL4639993,Active,6.523
CHEMBL4641182,Active,6.602
CHEMBL3221566,Active,9.671
CHEMBL52722,Active,7.476
CHEMBL3221286,Active,7.989
CHEMBL3221280,Active,6.949
CHEMBL86546,Active,9.409
CHEMBL606372,Active,9.917
CHEMBL1203986,Active,8.066
CHEMBL109105,Active,7.854
CHEMBL2448118,Active,8.186
CHEMBL434378,Active,7.254
CHEMBL3633870,Active,7.387
CHEMBL540131,Active,6.896
CHEMBL594870,Active,10.609
CHEMBL594187,Active,8.788
CHEMBL3604335,Active,7.929
CHEMBL483090,Active,8.8585
CHEMBL385269,Active,6.788
CHEMBL441433,Active,6.592
CHEMBL3221010,Active,7.539
CHEMBL1203985,Active,7.754
CHEMBL3752467,Active,8.668
CHEMBL2393229,Active,8.882
CHEMBL235548,Active,6.35
CHEMBL3221007,Active,7.423
CHEMBL3221006,Active,7.876
CHEMBL1678,Active,8.244
CHEMBL3633868,Active,6.007
CHEMBL3221279,Active,6.29
CHEMBL3221282,Active,7.982
CHEMBL595114,Active,8.742
CHEMBL1203984,Active,7.558
CHEMBL4100399,Active,6.62
CHEMBL545317,Active,7.51
CHEMBL2393111,Active,8.287
CHEMBL245079,Active,6.476
CHEMBL219911,Active,7.397
CHEMBL374981,Active,8.223
CHEMBL595115,Active,7.633
CHEMBL4639503,Active,6.252
CHEMBL596457,Active,7.74
CHEMBL322727,Active,6.444
CHEMBL219569,Active,7.599
CHEMBL393621,Active,6.415
DECOY7316,Inactive,2
DECOY6648,Inactive,2
DECOY6547,Inactive,2
DECOY318,Inactive,2
DECOY1762,Inactive,2
DECOY5530,Inactive,2
DECOY7073,Inactive,2
DECOY4742,Inactive,2
DECOY3914,Inactive,2
DECOY56,Inactive,2
DECOY5912,Inactive,2
DECOY2645,Inactive,2
DECOY865,Inactive,2
DECOY8443,Inactive,2
DECOY5231,Inactive,2
DECOY3872,Inactive,2
DECOY4978,Inactive,2
DECOY4655,Inactive,2
DECOY5610,Inactive,2
DECOY2840,Inactive,2
DECOY6885,Inactive,2
DECOY6400,Inactive,2
DECOY5854,Inactive,2
DECOY8205,Inactive,2
DECOY4507,Inactive,2
DECOY6131,Inactive,2
DECOY6761,Inactive,2
DECOY8269,Inactive,2
DECOY5553,Inactive,2
DECOY4599,Inactive,2
DECOY492,Inactive,2
DECOY2300,Inactive,2
DECOY8103,Inactive,2
DECOY739,Inactive,2
DECOY3654,Inactive,2
DECOY3475,Inactive,2
DECOY8056,Inactive,2
DECOY3237,Inactive,2
DECOY5604,Inactive,2
DECOY282,Inactive,2
DECOY5036,Inactive,2
DECOY358,Inactive,2
DECOY3987,Inactive,2
DECOY6653,Inactive,2
DECOY7383,Inactive,2
DECOY1106,Inactive,2
DECOY6112,Inactive,2
DECOY1618,Inactive,2
CHEMBL538062,Inactive,3.77
DECOY3908,Inactive,2
DECOY1171,Inactive,2
DECOY4204,Inactive,2
DECOY120,Inactive,2
DECOY8333,Inactive,2
DECOY1369,Inactive,2
DECOY6472,Inactive,2
DECOY1414,Inactive,2
DECOY6433,Inactive,2
DECOY7029,Inactive,2
DECOY2754,Inactive,2
DECOY4563,Inactive,2
DECOY4873,Inactive,2
DECOY4997,Inactive,2
DECOY4986,Inactive,2
DECOY6535,Inactive,2
CHEMBL4162941,Inactive,5.143
DECOY5962,Inactive,2
DECOY3270,Inactive,2
DECOY966,Inactive,2
DECOY6370,Inactive,2
DECOY8477,Inactive,2
DECOY2848,Inactive,2
DECOY7747,Inactive,2
DECOY5214,Inactive,2
DECOY64,Inactive,2
DECOY6079,Inactive,2
DECOY8475,Inactive,2
DECOY2376,Inactive,2
DECOY1561,Inactive,2
DECOY6099,Inactive,2
DECOY6919,Inactive,2
DECOY2713,Inactive,2
DECOY5379,Inactive,2
DECOY6610,Inactive,2
DECOY2725,Inactive,2
DECOY945,Inactive,2
DECOY1063,Inactive,2
DECOY6977,Inactive,2
DECOY8356,Inactive,2
DECOY3244,Inactive,2
DECOY6106,Inactive,2
DECOY3779,Inactive,2
DECOY896,Inactive,2
DECOY679,Inactive,2
DECOY7354,Inactive,2
DECOY5403,Inactive,2
DECOY1758,Inactive,2
DECOY1213,Inactive,2
DECOY2786,Inactive,2
DECOY5599,Inactive,2
DECOY7631,Inactive,2
DECOY2152,Inactive,2
DECOY3628,Inactive,2
DECOY2928,Inactive,2
DECOY7624,Inactive,2
DECOY5578,Inactive,2
DECOY4552,Inactive,2
DECOY3965,Inactive,2
DECOY8352,Inactive,2
DECOY8105,Inactive,2
DECOY5293,Inactive,2
DECOY3830,Inactive,2
DECOY5167,Inactive,2
DECOY8319,Inactive,2
DECOY3355,Inactive,2
DECOY5268,Inactive,2
CHEMBL4093399,Inactive,5.701
DECOY1638,Inactive,2
DECOY7934,Inactive,2
DECOY7040,Inactive,2
DECOY1351,Inactive,2
DECOY8331,Inactive,2
DECOY4031,Inactive,2
CHEMBL538603,Inactive,3.73
DECOY8415,Inactive,2
DECOY4149,Inactive,2
DECOY8292,Inactive,2
DECOY5437,Inactive,2
DECOY1678,Inactive,2
DECOY4777,Inactive,2
DECOY2215,Inactive,2
DECOY8310,Inactive,2
DECOY3619,Inactive,2
DECOY7502,Inactive,2
DECOY4290,Inactive,2
DECOY8163,Inactive,2
DECOY8116,Inactive,2
DECOY3320,Inactive,2
DECOY3785,Inactive,2
DECOY7189,Inactive,2
DECOY8206,Inactive,2
DECOY7970,Inactive,2
DECOY7767,Inactive,2
DECOY3170,Inactive,2
DECOY3267,Inactive,2
DECOY642,Inactive,2
DECOY718,Inactive,2
DECOY7585,Inactive,2
DECOY4991,Inactive,2
DECOY4005,Inactive,2
DECOY2980,Inactive,2
DECOY2503,Inactive,2
DECOY2406,Inactive,2
DECOY8392,Inactive,2
DECOY7303,Inactive,2
DECOY3603,Inactive,2
DECOY825,Inactive,2
DECOY7157,Inactive,2
DECOY2101,Inactive,2
DECOY8410,Inactive,2
DECOY8136,Inactive,2
DECOY3001,Inactive,2
DECOY866,Inactive,2
DECOY415,Inactive,2
DECOY4946,Inactive,2
DECOY1018,Inactive,2
DECOY680,Inactive,2
CHEMBL356328,Inactive,2.535
DECOY254,Inactive,2
DECOY4233,Inactive,2
DECOY5412,Inactive,2
DECOY7876,Inactive,2
DECOY7025,Inactive,2
DECOY814,Inactive,2
DECOY5924,Inactive,2
DECOY3751,Inactive,2
DECOY4934,Inactive,2
DECOY264,Inactive,2
DECOY2350,Inactive,2
DECOY6696,Inactive,2
DECOY1129,Inactive,2
DECOY2875,Inactive,2
DECOY8016,Inactive,2
DECOY2419,Inactive,2
DECOY6925,Inactive,2
DECOY702,Inactive,2
DECOY2565,Inactive,2
DECOY5958,Inactive,2
DECOY1610,Inactive,2
DECOY6216,Inactive,2
DECOY1318,Inactive,2
DECOY8077,Inactive,2
DECOY3606,Inactive,2
DECOY6785,Inactive,2
DECOY3116,Inactive,2
DECOY3089,Inactive,2
DECOY6588,Inactive,2
DECOY7875,Inactive,2
DECOY8486,Inactive,2
DECOY4723,Inactive,2
DECOY2826,Inactive,2
DECOY4113,Inactive,2
DECOY1372,Inactive,2
DECOY7820,Inactive,2
DECOY8429,Inactive,2
DECOY5144,Inactive,2
DECOY5148,Inactive,2
DECOY472,Inactive,2
DECOY8371,Inactive,2
DECOY5070,Inactive,2
DECOY1073,Inactive,2
CHEMBL376514,Inactive,4.46
DECOY165,Inactive,2
DECOY6897,Inactive,2
DECOY1777,Inactive,2
DECOY8399,Inactive,2
DECOY8220,Inactive,2
DECOY3268,Inactive,2
DECOY1807,Inactive,2
DECOY5201,Inactive,2
DECOY6635,Inactive,2
DECOY7384,Inactive,2
DECOY5261,Inactive,2
DECOY6652,Inactive,2
DECOY7230,Inactive,2
DECOY6301,Inactive,2
DECOY7263,Inactive,2
DECOY5566,Inactive,2
DECOY6663,Inactive,2
DECOY7146,Inactive,2
DECOY8232,Inactive,2
DECOY4504,Inactive,2
DECOY1315,Inactive,2
DECOY4905,Inactive,2
DECOY1608,Inactive,2
DECOY3069,Inactive,2
DECOY2226,Inactive,2
DECOY7411,Inactive,2
DECOY7084,Inactive,2
DECOY6466,Inactive,2
DECOY7387,Inactive,2
DECOY7793,Inactive,2
DECOY5234,Inactive,2
DECOY1679,Inactive,2
DECOY3142,Inactive,2
DECOY7857,Inactive,2
DECOY6035,Inactive,2
DECOY1648,Inactive,2
DECOY3536,Inactive,2
DECOY1510,Inactive,2
DECOY1348,Inactive,2
DECOY6209,Inactive,2
DECOY6188,Inactive,2
CHEMBL342564,Inactive,1.936
DECOY826,Inactive,2
DECOY6955,Inactive,2
DECOY449,Inactive,2
DECOY4993,Inactive,2
DECOY1280,Inactive,2
DECOY3736,Inactive,2
DECOY1835,Inactive,2
DECOY5737,Inactive,2
DECOY994,Inactive,2
DECOY7329,Inactive,2
DECOY5137,Inactive,2
DECOY594,Inactive,2
DECOY3405,Inactive,2
DECOY149,Inactive,2
DECOY3773,Inactive,2
CHEMBL3604346,Inactive,5.276
DECOY8404,Inactive,2
DECOY1079,Inactive,2
DECOY722,Inactive,2
DECOY1002,Inactive,2
DECOY1006,Inactive,2
DECOY5407,Inactive,2
DECOY597,Inactive,2
DECOY1423,Inactive,2
DECOY3747,Inactive,2
DECOY4381,Inactive,2
DECOY4646,Inactive,2
DECOY1100,Inactive,2
DECOY1969,Inactive,2
DECOY6568,Inactive,2
DECOY2969,Inactive,2
DECOY4208,Inactive,2
DECOY1384,Inactive,2
DECOY4475,Inactive,2
DECOY5330,Inactive,2
DECOY6847,Inactive,2
DECOY8104,Inactive,2
DECOY6151,Inactive,2
DECOY4797,Inactive,2
DECOY3855,Inactive,2
DECOY4736,Inactive,2
DECOY5930,Inactive,2
DECOY7064,Inactive,2
DECOY6195,Inactive,2
DECOY7974,Inactive,2
DECOY6338,Inactive,2
DECOY2230,Inactive,2
DECOY7065,Inactive,2
DECOY7860,Inactive,2
DECOY4693,Inactive,2
DECOY2521,Inactive,2
DECOY4306,Inactive,2
DECOY1626,Inactive,2
DECOY7768,Inactive,2
DECOY1044,Inactive,2
DECOY1885,Inactive,2
CHEMBL3633861,Inactive,4.509
DECOY4788,Inactive,2
DECOY7710,Inactive,2
DECOY81,Inactive,2
DECOY7098,Inactive,2
DECOY2917,Inactive,2
DECOY2099,Inactive,2
DECOY6465,Inactive,2
DECOY5657,Inactive,2
DECOY8412,Inactive,2
DECOY1786,Inactive,2
DECOY5263,Inactive,2
DECOY523,Inactive,2
DECOY2371,Inactive,2
DECOY2706,Inactive,2
DECOY4386,Inactive,2
DECOY1194,Inactive,2
DECOY6938,Inactive,2
DECOY5607,Inactive,2
DECOY8421,Inactive,2
DECOY8495,Inactive,2
DECOY8283,Inactive,2
DECOY4272,Inactive,2
DECOY1586,Inactive,2
DECOY6200,Inactive,2
DECOY6403,Inactive,2
DECOY6710,Inactive,2
DECOY7922,Inactive,2
DECOY4607,Inactive,2
DECOY2015,Inactive,2
DECOY4558,Inactive,2
DECOY6557,Inactive,2
DECOY194,Inactive,2
DECOY804,Inactive,2
DECOY3404,Inactive,2
DECOY3295,Inactive,2
DECOY3062,Inactive,2
DECOY4117,Inactive,2
DECOY7149,Inactive,2
DECOY7093,Inactive,2
DECOY758,Inactive,2
DECOY47,Inactive,2
DECOY7284,Inactive,2
CHEMBL3309347,Inactive,4.301
DECOY7519,Inactive,2
DECOY3839,Inactive,2
DECOY3841,Inactive,2
DECOY3551,Inactive,2
DECOY8166,Inactive,2
DECOY8084,Inactive,2
DECOY5864,Inactive,2
DECOY4817,Inactive,2
DECOY2428,Inactive,2
DECOY3674,Inactive,2
DECOY7510,Inactive,2
DECOY8401,Inactive,2
DECOY5771,Inactive,2
DECOY6911,Inactive,2
DECOY6028,Inactive,2
DECOY5577,Inactive,2
DECOY3737,Inactive,2
DECOY1789,Inactive,2
DECOY7719,Inactive,2
DECOY393,Inactive,2
CHEMBL325766,Inactive,4.959
DECOY6931,Inactive,2
DECOY4586,Inactive,2
DECOY6074,Inactive,2
DECOY4455,Inactive,2
DECOY7139,Inactive,2
DECOY265,Inactive,2
CHEMBL150123,Inactive,3.272
DECOY3392,Inactive,2
DECOY3951,Inactive,2
DECOY812,Inactive,2
DECOY5828,Inactive,2
DECOY5929,Inactive,2
DECOY25,Inactive,2
DECOY4223,Inactive,2
DECOY229,Inactive,2
DECOY266,Inactive,2
DECOY3155,Inactive,2
DECOY5033,Inactive,2
DECOY5697,Inactive,2
DECOY7350,Inactive,2
DECOY7584,Inactive,2
DECOY3214,Inactive,2
DECOY3198,Inactive,2
DECOY6560,Inactive,2
DECOY1800,Inactive,2
DECOY3744,Inactive,2
DECOY3283,Inactive,2
DECOY4665,Inactive,2
DECOY1818,Inactive,2
DECOY1432,Inactive,2
DECOY2269,Inactive,2
DECOY4760,Inactive,2
DECOY7050,Inactive,2
DECOY8172,Inactive,2
DECOY3434,Inactive,2
DECOY4834,Inactive,2
DECOY6093,Inactive,2
DECOY6005,Inactive,2
DECOY806,Inactive,2
DECOY5601,Inactive,2
DECOY6086,Inactive,2
DECOY5970,Inactive,2
DECOY7028,Inactive,2
CHEMBL4175629,Inactive,4.523
DECOY5362,Inactive,2
DECOY513,Inactive,2
DECOY2903,Inactive,2
DECOY1544,Inactive,2
DECOY5288,Inactive,2
DECOY4949,Inactive,2
DECOY4968,Inactive,2
DECOY1263,Inactive,2
DECOY956,Inactive,2
DECOY2677,Inactive,2
DECOY5141,Inactive,2
DECOY4094,Inactive,2
DECOY3199,Inactive,2
DECOY1907,Inactive,2
DECOY7755,Inactive,2
DECOY3066,Inactive,2
DECOY765,Inactive,2
DECOY3610,Inactive,2
DECOY7709,Inactive,2
DECOY345,Inactive,2
DECOY936,Inactive,2
DECOY5944,Inactive,2
DECOY832,Inactive,2
DECOY7345,Inactive,2
DECOY4588,Inactive,2
DECOY3531,Inactive,2
DECOY4628,Inactive,2
DECOY7322,Inactive,2
DECOY2216,Inactive,2
DECOY3555,Inactive,2
DECOY997,Inactive,2
DECOY6879,Inactive,2
DECOY2796,Inactive,2
DECOY2658,Inactive,2
DECOY2467,Inactive,2
DECOY6514,Inactive,2
DECOY4903,Inactive,2
CHEMBL14193,Inactive,3
DECOY545,Inactive,2
DECOY3340,Inactive,2
DECOY7757,Inactive,2
DECOY5128,Inactive,2
DECOY6116,Inactive,2
DECOY1276,Inactive,2
DECOY964,Inactive,2
DECOY3098,Inactive,2
DECOY7812,Inactive,2
DECOY3814,Inactive,2
DECOY6329,Inactive,2
DECOY3548,Inactive,2
DECOY3479,Inactive,2
DECOY7222,Inactive,2
DECOY5113,Inactive,2
DECOY6226,Inactive,2
DECOY4884,Inactive,2
DECOY2986,Inactive,2
DECOY602,Inactive,2
DECOY143,Inactive,2
DECOY281,Inactive,2
DECOY2097,Inactive,2
DECOY1737,Inactive,2
DECOY1790,Inactive,2
DECOY2478,Inactive,2
DECOY1189,Inactive,2
DECOY5025,Inactive,2
DECOY7758,Inactive,2
DECOY3958,Inactive,2
DECOY6595,Inactive,2
DECOY2594,Inactive,2
CHEMBL343054,Inactive,4.043
DECOY1974,Inactive,2
DECOY2979,Inactive,2
DECOY6714,Inactive,2
DECOY1636,Inactive,2
DECOY712,Inactive,2
DECOY7178,Inactive,2
DECOY1595,Inactive,2
DECOY1866,Inactive,2
DECOY3889,Inactive,2
DECOY3075,Inactive,2
DECOY3504,Inactive,2
DECOY5116,Inactive,2
DECOY3529,Inactive,2
CHEMBL3604340,Inactive,4.076
DECOY1804,Inactive,2
DECOY7404,Inactive,2
DECOY3131,Inactive,2
DECOY309,Inactive,2
DECOY2660,Inactive,2
DECOY3289,Inactive,2
DECOY4695,Inactive,2
DECOY2906,Inactive,2
DECOY6398,Inactive,2
DECOY6540,Inactive,2
DECOY4621,Inactive,2
DECOY7202,Inactive,2
DECOY8318,Inactive,2
DECOY2396,Inactive,2
DECOY343,Inactive,2
DECOY1961,Inactive,2
DECOY4420,Inactive,2
DECOY4445,Inactive,2
DECOY3275,Inactive,2
DECOY4301,Inactive,2
DECOY541,Inactive,2
DECOY2359,Inactive,2
DECOY7565,Inactive,2
DECOY269,Inactive,2
DECOY6942,Inactive,2
DECOY4789,Inactive,2
DECOY1389,Inactive,2
DECOY7150,Inactive,2
DECOY7334,Inactive,2
DECOY2402,Inactive,2
DECOY3601,Inactive,2
DECOY1262,Inactive,2
DECOY6317,Inactive,2
DECOY6501,Inactive,2
DECOY7380,Inactive,2
DECOY5916,Inactive,2
DECOY5668,Inactive,2
DECOY7252,Inactive,2
DECOY2071,Inactive,2
DECOY6443,Inactive,2
DECOY8238,Inactive,2
DECOY7376,Inactive,2
DECOY6548,Inactive,2
DECOY7917,Inactive,2
DECOY502,Inactive,2
DECOY5851,Inactive,2
DECOY1923,Inactive,2
DECOY5525,Inactive,2
DECOY7915,Inactive,2
DECOY928,Inactive,2
DECOY2721,Inactive,2
DECOY5081,Inactive,2
DECOY7513,Inactive,2
DECOY8110,Inactive,2
DECOY6669,Inactive,2
DECOY4954,Inactive,2
DECOY2159,Inactive,2
DECOY6630,Inactive,2
DECOY2329,Inactive,2
DECOY7573,Inactive,2
DECOY7010,Inactive,2
DECOY286,Inactive,2
DECOY5054,Inactive,2
DECOY3907,Inactive,2
DECOY7289,Inactive,2
DECOY946,Inactive,2
DECOY3554,Inactive,2
DECOY764,Inactive,2
DECOY5094,Inactive,2
DECOY4273,Inactive,2
DECOY4153,Inactive,2
DECOY6453,Inactive,2
DECOY2145,Inactive,2
DECOY675,Inactive,2
DECOY8034,Inactive,2
DECOY5901,Inactive,2
DECOY8032,Inactive,2
DECOY162,Inactive,2
DECOY4160,Inactive,2
DECOY7013,Inactive,2
DECOY6945,Inactive,2
CHEMBL541350,Inactive,4.824
DECOY5973,Inactive,2
DECOY6707,Inactive,2
DECOY3003,Inactive,2
DECOY8095,Inactive,2
DECOY6598,Inactive,2
DECOY5743,Inactive,2
DECOY2991,Inactive,2
DECOY7441,Inactive,2
DECOY3476,Inactive,2
DECOY4203,Inactive,2
DECOY1755,Inactive,2
DECOY450,Inactive,2
DECOY5051,Inactive,2
DECOY7606,Inactive,2
DECOY419,Inactive,2
DECOY85,Inactive,2
DECOY6804,Inactive,2
DECOY1179,Inactive,2
DECOY4933,Inactive,2
DECOY278,Inactive,2
DECOY5153,Inactive,2
DECOY6722,Inactive,2
DECOY2297,Inactive,2
DECOY6117,Inactive,2
DECOY4084,Inactive,2
DECOY3960,Inactive,2
DECOY4503,Inactive,2
DECOY4792,Inactive,2
DECOY2589,Inactive,2
DECOY5313,Inactive,2
DECOY423,Inactive,2
DECOY5023,Inactive,2
DECOY1340,Inactive,2
DECOY323,Inactive,2
DECOY3705,Inactive,2
DECOY7672,Inactive,2
DECOY4211,Inactive,2
DECOY4529,Inactive,2
DECOY7086,Inactive,2
DECOY3856,Inactive,2
DECOY6469,Inactive,2
DECOY3845,Inactive,2
DECOY7374,Inactive,2
DECOY3015,Inactive,2
DECOY342,Inactive,2
DECOY5366,Inactive,2
DECOY5326,Inactive,2
DECOY5738,Inactive,2
DECOY4714,Inactive,2
DECOY7448,Inactive,2
DECOY3698,Inactive,2
DECOY5547,Inactive,2
DECOY4476,Inactive,2
DECOY4490,Inactive,2
DECOY1587,Inactive,2
DECOY8488,Inactive,2
DECOY5846,Inactive,2
DECOY58,Inactive,2
DECOY5340,Inactive,2
DECOY19,Inactive,2
DECOY1091,Inactive,2
DECOY2708,Inactive,2
DECOY981,Inactive,2
DECOY5425,Inactive,2
DECOY3589,Inactive,2
DECOY1693,Inactive,2
DECOY4712,Inactive,2
DECOY3968,Inactive,2
DECOY7035,Inactive,2
DECOY3488,Inactive,2
CHEMBL150001,Inactive,4.072
DECOY6959,Inactive,2
DECOY1050,Inactive,2
DECOY497,Inactive,2
DECOY3226,Inactive,2
DECOY4414,Inactive,2
DECOY3243,Inactive,2
DECOY7242,Inactive,2
DECOY7260,Inactive,2
DECOY6712,Inactive,2
DECOY4327,Inactive,2
DECOY2080,Inactive,2
DECOY4858,Inactive,2
DECOY6364,Inactive,2
DECOY2871,Inactive,2
DECOY8208,Inactive,2
DECOY3734,Inactive,2
DECOY2935,Inactive,2
DECOY828,Inactive,2
DECOY2578,Inactive,2
CHEMBL4169308,Inactive,4.522
DECOY3108,Inactive,2
DECOY1337,Inactive,2
DECOY1910,Inactive,2
DECOY6859,Inactive,2
DECOY1881,Inactive,2
DECOY1665,Inactive,2
DECOY783,Inactive,2
DECOY4694,Inactive,2
DECOY3401,Inactive,2
DECOY2432,Inactive,2
DECOY4761,Inactive,2
DECOY8188,Inactive,2
DECOY7313,Inactive,2
DECOY911,Inactive,2
DECOY1184,Inactive,2
DECOY7117,Inactive,2
DECOY4773,Inactive,2
CHEMBL453326,Inactive,3.523
DECOY5816,Inactive,2
DECOY4804,Inactive,2
DECOY6358,Inactive,2
DECOY2856,Inactive,2
DECOY451,Inactive,2
DECOY3898,Inactive,2
DECOY7416,Inactive,2
DECOY26,Inactive,2
DECOY2613,Inactive,2
DECOY70,Inactive,2
DECOY3337,Inactive,2
DECOY1874,Inactive,2
DECOY4318,Inactive,2
DECOY7056,Inactive,2
DECOY1333,Inactive,2
DECOY855,Inactive,2
DECOY1689,Inactive,2
DECOY1152,Inactive,2
DECOY7308,Inactive,2
DECOY1373,Inactive,2
DECOY2378,Inactive,2
CHEMBL3311457,Inactive,4.301
DECOY5119,Inactive,2
DECOY2635,Inactive,2
DECOY1453,Inactive,2
DECOY934,Inactive,2
DECOY3503,Inactive,2
DECOY7162,Inactive,2
DECOY4062,Inactive,2
DECOY8028,Inactive,2
DECOY5292,Inactive,2
DECOY4163,Inactive,2
DECOY435,Inactive,2
DECOY7964,Inactive,2
DECOY134,Inactive,2
DECOY130,Inactive,2
DECOY3025,Inactive,2
DECOY661,Inactive,2
DECOY5415,Inactive,2
DECOY5576,Inactive,2
DECOY1439,Inactive,2
DECOY570,Inactive,2
DECOY4012,Inactive,2
DECOY1284,Inactive,2
DECOY1539,Inactive,2
DECOY4687,Inactive,2
DECOY558,Inactive,2
DECOY7808,Inactive,2
DECOY4676,Inactive,2
DECOY599,Inactive,2
DECOY6432,Inactive,2
DECOY1105,Inactive,2
DECOY4645,Inactive,2
DECOY2288,Inactive,2
DECOY5318,Inactive,2
DECOY7238,Inactive,2
DECOY1343,Inactive,2
DECOY4242,Inactive,2
DECOY6718,Inactive,2
DECOY5977,Inactive,2
DECOY4549,Inactive,2
DECOY2761,Inactive,2
DECOY8342,Inactive,2
DECOY3309,Inactive,2
DECOY4565,Inactive,2
DECOY2034,Inactive,2
DECOY6791,Inactive,2
DECOY1143,Inactive,2
DECOY2805,Inactive,2
DECOY3847,Inactive,2
DECOY7997,Inactive,2
DECOY8260,Inactive,2
DECOY533,Inactive,2
DECOY3284,Inactive,2
DECOY8370,Inactive,2
DECOY1671,Inactive,2
DECOY4174,Inactive,2
DECOY2150,Inactive,2
DECOY204,Inactive,2
DECOY4912,Inactive,2
DECOY46,Inactive,2
DECOY6687,Inactive,2
DECOY5915,Inactive,2
DECOY2879,Inactive,2
DECOY253,Inactive,2
DECOY3154,Inactive,2
DECOY2911,Inactive,2
DECOY4325,Inactive,2
DECOY6310,Inactive,2
DECOY7443,Inactive,2
DECOY7849,Inactive,2
DECOY7870,Inactive,2
DECOY3593,Inactive,2
DECOY3393,Inactive,2
DECOY7233,Inactive,2
DECOY991,Inactive,2
DECOY4089,Inactive,2
DECOY1831,Inactive,2
DECOY5192,Inactive,2
DECOY627,Inactive,2
DECOY3760,Inactive,2
DECOY767,Inactive,2
DECOY5306,Inactive,2
DECOY6260,Inactive,2
DECOY610,Inactive,2
DECOY2702,Inactive,2
DECOY3336,Inactive,2
DECOY6082,Inactive,2
DECOY999,Inactive,2
DECOY4081,Inactive,2
DECOY2527,Inactive,2
DECOY6337,Inactive,2
DECOY5701,Inactive,2
DECOY7272,Inactive,2
DECOY6138,Inactive,2
DECOY2941,Inactive,2
DECOY4711,Inactive,2
DECOY425,Inactive,2
DECOY3376,Inactive,2
DECOY6578,Inactive,2
DECOY4264,Inactive,2
DECOY2168,Inactive,2
DECOY7271,Inactive,2
DECOY5346,Inactive,2
DECOY6727,Inactive,2
DECOY5862,Inactive,2
DECOY1713,Inactive,2
DECOY7431,Inactive,2
DECOY7671,Inactive,2
DECOY7635,Inactive,2
DECOY2571,Inactive,2
DECOY480,Inactive,2
DECOY4501,Inactive,2
DECOY1816,Inactive,2
DECOY4221,Inactive,2
DECOY7236,Inactive,2
DECOY2526,Inactive,2
DECOY2257,Inactive,2
DECOY7170,Inactive,2
DECOY6016,Inactive,2
DECOY3412,Inactive,2
DECOY95,Inactive,2
DECOY1069,Inactive,2
DECOY1355,Inactive,2
DECOY3252,Inactive,2
DECOY6350,Inactive,2
DECOY3172,Inactive,2
DECOY4334,Inactive,2
DECOY7193,Inactive,2
DECOY1830,Inactive,2
DECOY2109,Inactive,2
DECOY7136,Inactive,2
DECOY5595,Inactive,2
DECOY1739,Inactive,2
DECOY8405,Inactive,2
DECOY6160,Inactive,2
DECOY7677,Inactive,2
DECOY6468,Inactive,2
