mol_name,activity,potency
DECOY6241,Inactive,2
DECOY540,Inactive,2
DECOY4740,Inactive,2
DECOY3302,Inactive,2
DECOY912,Inactive,2
DECOY6137,Inactive,2
DECOY3127,Inactive,2
DECOY308,Inactive,2
DECOY1127,Inactive,2
DECOY6079,Inactive,2
DECOY613,Inactive,2
DECOY227,Inactive,2
DECOY7167,Inactive,2
DECOY3892,Inactive,2
DECOY1197,Inactive,2
CHEMBL451,Inactive,2
DECOY6590,Inactive,2
DECOY6805,Inactive,2
DECOY2825,Inactive,2
DECOY3588,Inactive,2
DECOY3985,Inactive,2
DECOY1035,Inactive,2
DECOY2879,Inactive,2
DECOY4162,Inactive,2
DECOY4163,Inactive,2
CHEMBL710,Inactive,2
DECOY7286,Inactive,2
CHEMBL1042,Inactive,2
DECOY224,Inactive,2
DECOY4723,Inactive,2
DECOY4087,Inactive,2
DECOY6975,Inactive,2
DECOY28,Inactive,2
DECOY2925,Inactive,2
DECOY1158,Inactive,2
DECOY1737,Inactive,2
DECOY4072,Inactive,2
DECOY1898,Inactive,2
DECOY3616,Inactive,2
DECOY6661,Inactive,2
DECOY6564,Inactive,2
DECOY3906,Inactive,2
CHEMBL420,Inactive,2
DECOY7177,Inactive,2
DECOY3668,Inactive,2
CHEMBL280998,Inactive,2
DECOY4413,Inactive,2
DECOY3864,Inactive,2
DECOY2313,Inactive,2
DECOY3794,Inactive,2
CHEMBL1201193,Inactive,2
DECOY4937,Inactive,2
DECOY3734,Inactive,2
DECOY1670,Inactive,2
DECOY573,Inactive,2
DECOY7060,Inactive,2
DECOY7181,Inactive,2
DECOY3660,Inactive,2
CHEMBL691,Inactive,2
DECOY1626,Inactive,2
DECOY1200,Inactive,2
DECOY4483,Inactive,2
DECOY1338,Inactive,2
CHEMBL1162,Inactive,2
DECOY4077,Inactive,2
DECOY5167,Inactive,2
DECOY3530,Inactive,2
DECOY7215,Inactive,2
DECOY3999,Inactive,2
DECOY1315,Inactive,2
CHEMBL1191,Inactive,2
DECOY4324,Inactive,2
CHEMBL1568,Inactive,2
DECOY2613,Inactive,2
DECOY4302,Inactive,2
DECOY6435,Inactive,2
DECOY4827,Inactive,2
DECOY2294,Inactive,2
DECOY6544,Inactive,2
DECOY3515,Inactive,2
DECOY1967,Inactive,2
DECOY80,Inactive,2
DECOY1424,Inactive,2
DECOY6465,Inactive,2
DECOY3146,Inactive,2
DECOY3079,Inactive,2
DECOY6869,Inactive,2
DECOY4796,Inactive,2
DECOY752,Inactive,2
DECOY5058,Inactive,2
DECOY4402,Inactive,2
DECOY5526,Inactive,2
DECOY5594,Inactive,2
DECOY834,Inactive,2
DECOY2853,Inactive,2
CHEMBL549,Inactive,2
DECOY175,Inactive,2
DECOY5503,Inactive,2
DECOY857,Inactive,2
DECOY1785,Inactive,2
DECOY6532,Inactive,2
DECOY3508,Inactive,2
DECOY3173,Inactive,2
DECOY2949,Inactive,2
CHEMBL1200656,Inactive,2
DECOY1268,Inactive,2
DECOY3835,Inactive,2
DECOY7131,Inactive,2
DECOY4649,Inactive,2
DECOY686,Inactive,2
DECOY3579,Inactive,2
DECOY5365,Inactive,2
DECOY362,Inactive,2
DECOY7168,Inactive,2
DECOY888,Inactive,2
DECOY6928,Inactive,2
CHEMBL446,Inactive,2
DECOY5989,Inactive,2
DECOY421,Inactive,2
DECOY2778,Inactive,2
DECOY6762,Inactive,2
DECOY450,Inactive,2
DECOY6675,Inactive,2
DECOY130,Inactive,2
DECOY4328,Inactive,2
DECOY2823,Inactive,2
DECOY488,Inactive,2
DECOY5518,Inactive,2
DECOY5984,Inactive,2
DECOY6506,Inactive,2
DECOY5861,Inactive,2
DECOY1899,Inactive,2
DECOY3723,Inactive,2
DECOY3001,Inactive,2
DECOY5143,Inactive,2
CHEMBL629,Inactive,2
DECOY4252,Inactive,2
DECOY3148,Inactive,2
DECOY2548,Inactive,2
CHEMBL13378,Inactive,2
DECOY5227,Inactive,2
DECOY1555,Inactive,2
DECOY4339,Inactive,2
DECOY5600,Inactive,2
DECOY4977,Inactive,2
DECOY3065,Inactive,2
DECOY4931,Inactive,2
CHEMBL1760,Inactive,2
DECOY94,Inactive,2
DECOY1191,Inactive,2
DECOY6354,Inactive,2
DECOY5380,Inactive,2
DECOY2882,Inactive,2
DECOY3547,Inactive,2
DECOY5203,Inactive,2
DECOY351,Inactive,2
DECOY2525,Inactive,2
DECOY1014,Inactive,2
CHEMBL850,Inactive,2
DECOY1106,Inactive,2
DECOY1422,Inactive,2
DECOY198,Inactive,2
DECOY4860,Inactive,2
DECOY3090,Inactive,2
DECOY2810,Inactive,2
DECOY5260,Inactive,2
DECOY6728,Inactive,2
DECOY5302,Inactive,2
DECOY1679,Inactive,2
DECOY1657,Inactive,2
DECOY6357,Inactive,2
DECOY4118,Inactive,2
DECOY268,Inactive,2
CHEMBL983,Inactive,2
DECOY545,Inactive,2
CHEMBL134342,Inactive,2
DECOY2872,Inactive,2
DECOY2680,Inactive,2
DECOY2397,Inactive,2
DECOY4819,Inactive,2
DECOY5606,Inactive,2
DECOY1682,Inactive,2
CHEMBL482601,Inactive,5.523
DECOY5889,Inactive,2
DECOY510,Inactive,2
DECOY1788,Inactive,2
DECOY1795,Inactive,2
DECOY1696,Inactive,2
DECOY2259,Inactive,2
DECOY7094,Inactive,2
DECOY2565,Inactive,2
DECOY5852,Inactive,2
DECOY5123,Inactive,2
CHEMBL222863,Inactive,2
CHEMBL3344540,Inactive,2
DECOY3826,Inactive,2
DECOY6642,Inactive,2
DECOY3076,Inactive,2
DECOY3791,Inactive,2
DECOY200,Inactive,2
DECOY2859,Inactive,2
DECOY7331,Inactive,2
DECOY4935,Inactive,2
DECOY4170,Inactive,2
DECOY5925,Inactive,2
DECOY3291,Inactive,2
DECOY4056,Inactive,2
DECOY2788,Inactive,2
DECOY2494,Inactive,2
DECOY6240,Inactive,2
CHEMBL1237061,Inactive,5.051
DECOY6351,Inactive,2
CHEMBL826,Inactive,2
DECOY7279,Inactive,2
DECOY6670,Inactive,2
DECOY1703,Inactive,2
DECOY434,Inactive,2
DECOY4934,Inactive,2
DECOY2638,Inactive,2
DECOY1529,Inactive,2
DECOY5075,Inactive,2
DECOY2152,Inactive,2
DECOY2418,Inactive,2
DECOY7014,Inactive,2
DECOY7257,Inactive,2
DECOY6190,Inactive,2
CHEMBL1103,Inactive,2
DECOY5820,Inactive,2
DECOY7239,Inactive,2
DECOY4905,Inactive,2
CHEMBL991,Inactive,2
DECOY7139,Inactive,2
CHEMBL7568,Inactive,2
DECOY1432,Inactive,2
DECOY1518,Inactive,2
DECOY5533,Inactive,2
DECOY3224,Inactive,2
DECOY6941,Inactive,2
DECOY4950,Inactive,2
DECOY3581,Inactive,2
CHEMBL1411979,Inactive,2
DECOY5851,Inactive,2
DECOY4323,Inactive,2
DECOY5698,Inactive,2
DECOY4562,Inactive,2
CHEMBL631,Inactive,2
DECOY892,Inactive,2
DECOY2026,Inactive,2
DECOY3877,Inactive,2
DECOY6348,Inactive,2
DECOY2591,Inactive,2
DECOY4009,Inactive,2
DECOY6911,Inactive,2
DECOY3801,Inactive,2
CHEMBL245416,Inactive,2
DECOY3977,Inactive,2
DECOY5369,Inactive,2
DECOY3234,Inactive,2
DECOY6244,Inactive,2
DECOY2493,Inactive,2
DECOY3650,Inactive,2
DECOY6009,Inactive,2
DECOY4470,Inactive,2
DECOY2108,Inactive,2
DECOY535,Inactive,2
DECOY5708,Inactive,2
DECOY4485,Inactive,2
DECOY2385,Inactive,2
DECOY523,Inactive,2
DECOY1250,Inactive,2
DECOY3329,Inactive,2
DECOY1548,Inactive,2
CHEMBL28079,Inactive,2
DECOY1333,Inactive,2
DECOY3306,Inactive,2
DECOY5431,Inactive,2
DECOY7386,Inactive,2
DECOY6114,Inactive,2
DECOY5081,Inactive,2
DECOY6961,Inactive,2
DECOY3538,Inactive,2
DECOY7184,Inactive,2
DECOY1262,Inactive,2
DECOY475,Inactive,2
CHEMBL16,Inactive,2
CHEMBL447,Inactive,2
DECOY3800,Inactive,2
DECOY1206,Inactive,2
DECOY25,Inactive,2
DECOY5834,Inactive,2
CHEMBL820,Inactive,2
DECOY385,Inactive,2
DECOY6644,Inactive,2
DECOY3787,Inactive,2
DECOY4729,Inactive,2
DECOY6582,Inactive,2
DECOY3373,Inactive,2
DECOY4772,Inactive,2
DECOY4024,Inactive,2
DECOY5715,Inactive,2
DECOY6003,Inactive,2
DECOY5939,Inactive,2
DECOY3309,Inactive,2
DECOY3147,Inactive,2
DECOY3351,Inactive,2
DECOY2113,Inactive,2
DECOY5422,Inactive,2
DECOY5917,Inactive,2
DECOY1881,Inactive,2
DECOY4630,Inactive,2
DECOY4804,Inactive,2
DECOY1163,Inactive,2
DECOY13,Inactive,2
DECOY5310,Inactive,2
DECOY4569,Inactive,2
DECOY350,Inactive,2
DECOY748,Inactive,2
DECOY5629,Inactive,2
DECOY1049,Inactive,2
CHEMBL57,Inactive,2
DECOY335,Inactive,2
DECOY713,Inactive,2
DECOY6969,Inactive,2
DECOY3169,Inactive,2
DECOY1997,Inactive,2
DECOY6472,Inactive,2
DECOY2293,Inactive,2
CHEMBL480,Inactive,2
CHEMBL64391,Inactive,2
CHEMBL149701,Inactive,2.824
DECOY2527,Inactive,2
DECOY6163,Inactive,2
DECOY7189,Inactive,2
DECOY2538,Inactive,2
DECOY2584,Inactive,2
DECOY4378,Inactive,2
DECOY3751,Inactive,2
DECOY4224,Inactive,2
DECOY1017,Inactive,2
DECOY3205,Inactive,2
DECOY5950,Inactive,2
CHEMBL1167,Inactive,2
DECOY188,Inactive,2
DECOY6191,Inactive,2
DECOY5214,Inactive,2
DECOY2955,Inactive,2
CHEMBL940,Inactive,2
DECOY781,Inactive,2
DECOY1066,Inactive,2
DECOY1769,Inactive,2
CHEMBL418971,Inactive,2
DECOY2380,Inactive,2
DECOY4088,Inactive,2
DECOY1522,Inactive,2
DECOY3323,Inactive,2
DECOY6645,Inactive,2
DECOY6450,Inactive,2
DECOY3058,Inactive,2
DECOY1874,Inactive,2
DECOY3217,Inactive,2
DECOY7283,Inactive,2
DECOY3730,Inactive,2
CHEMBL460291,Inactive,2
DECOY3522,Inactive,2
DECOY4679,Inactive,2
DECOY4881,Inactive,2
DECOY3139,Inactive,2
DECOY1454,Inactive,2
DECOY3738,Inactive,2
DECOY3772,Inactive,2
DECOY2018,Inactive,2
DECOY469,Inactive,2
DECOY5985,Inactive,2
DECOY4389,Inactive,2
DECOY172,Inactive,2
DECOY1908,Inactive,2
DECOY4145,Inactive,2
DECOY1027,Inactive,2
DECOY3451,Inactive,2
DECOY3535,Inactive,2
DECOY5159,Inactive,2
DECOY248,Inactive,2
DECOY1408,Inactive,2
DECOY3157,Inactive,2
DECOY7059,Inactive,2
CHEMBL856,Inactive,2
CHEMBL1464,Inactive,2
DECOY581,Inactive,2
DECOY4769,Inactive,2
DECOY2338,Inactive,2
DECOY6269,Inactive,2
DECOY6936,Inactive,2
DECOY562,Inactive,2
DECOY2045,Inactive,2
DECOY7252,Inactive,2
DECOY2970,Inactive,2
DECOY6061,Inactive,2
DECOY6957,Inactive,2
DECOY7395,Inactive,2
DECOY2249,Inactive,2
DECOY5051,Inactive,2
CHEMBL1110,Inactive,2
DECOY729,Inactive,2
DECOY939,Inactive,2
DECOY1110,Inactive,2
CHEMBL130,Inactive,2
DECOY4395,Inactive,2
DECOY6055,Inactive,2
DECOY3088,Inactive,2
DECOY6560,Inactive,2
DECOY6543,Inactive,2
DECOY2178,Inactive,2
DECOY1261,Inactive,2
DECOY3874,Inactive,2
DECOY4982,Inactive,2
DECOY5831,Inactive,2
DECOY4824,Inactive,2
DECOY6628,Inactive,2
DECOY1619,Inactive,2
DECOY2562,Inactive,2
DECOY980,Inactive,2
DECOY5790,Inactive,2
DECOY4765,Inactive,2
DECOY313,Inactive,2
DECOY6827,Inactive,2
DECOY6705,Inactive,2
DECOY2058,Inactive,2
DECOY1800,Inactive,2
DECOY6990,Inactive,2
DECOY7109,Inactive,2
DECOY372,Inactive,2
DECOY4358,Inactive,2
DECOY702,Inactive,2
DECOY380,Inactive,2
DECOY6572,Inactive,2
DECOY1519,Inactive,2
DECOY2957,Inactive,2
DECOY4191,Inactive,2
DECOY4164,Inactive,2
DECOY2043,Inactive,2
DECOY5213,Inactive,2
CHEMBL1493,Inactive,2
DECOY143,Inactive,2
CHEMBL964,Inactive,2
DECOY3141,Inactive,2
DECOY1383,Inactive,2
DECOY4823,Inactive,2
DECOY1428,Inactive,2
DECOY2010,Inactive,2
DECOY1229,Inactive,2
DECOY2162,Inactive,2
DECOY3125,Inactive,2
DECOY3608,Inactive,2
DECOY2529,Inactive,2
CHEMBL410639,Inactive,4.564
DECOY4011,Inactive,2
DECOY5275,Inactive,2
DECOY4369,Inactive,2
CHEMBL1909050,Inactive,2
DECOY7247,Inactive,2
DECOY342,Inactive,2
DECOY7299,Inactive,2
DECOY6123,Inactive,2
DECOY7342,Inactive,2
DECOY6091,Inactive,2
DECOY1048,Inactive,2
DECOY1950,Inactive,2
DECOY1271,Inactive,2
DECOY2329,Inactive,2
DECOY5766,Inactive,2
DECOY3083,Inactive,2
DECOY3759,Inactive,2
DECOY2756,Inactive,2
CHEMBL12131,Inactive,2
DECOY69,Inactive,2
DECOY4813,Inactive,2
DECOY5957,Inactive,2
DECOY6432,Inactive,2
DECOY6931,Inactive,2
DECOY6447,Inactive,2
DECOY4895,Inactive,2
DECOY3218,Inactive,2
DECOY6829,Inactive,2
DECOY4815,Inactive,2
DECOY6280,Inactive,2
DECOY7064,Inactive,2
DECOY2394,Inactive,2
CHEMBL141,Inactive,2
DECOY4253,Inactive,2
DECOY4843,Inactive,2
DECOY2273,Inactive,2
DECOY1646,Inactive,2
DECOY6036,Inactive,2
DECOY1349,Inactive,2
DECOY295,Inactive,2
DECOY1790,Inactive,2
CHEMBL1230813,Inactive,2
DECOY3501,Inactive,2
DECOY4531,Inactive,2
DECOY5956,Inactive,2
DECOY2800,Inactive,2
CHEMBL2347007,Inactive,2
DECOY5377,Inactive,2
DECOY1312,Inactive,2
DECOY1195,Inactive,2
DECOY275,Inactive,2
DECOY1302,Inactive,2
DECOY5922,Inactive,2
DECOY336,Inactive,2
DECOY4779,Inactive,2
DECOY918,Inactive,2
DECOY2330,Inactive,2
DECOY7117,Inactive,2
DECOY4203,Inactive,2
DECOY315,Inactive,2
DECOY3757,Inactive,2
DECOY736,Inactive,2
DECOY3569,Inactive,2
DECOY2200,Inactive,2
CHEMBL689,Inactive,2
DECOY5114,Inactive,2
DECOY3380,Inactive,2
DECOY5621,Inactive,2
DECOY6075,Inactive,2
CHEMBL1537,Inactive,2
CHEMBL4455828,Inactive,2
DECOY3436,Inactive,2
DECOY1623,Inactive,2
DECOY1077,Inactive,2
DECOY3604,Inactive,2
DECOY5769,Inactive,2
DECOY2130,Inactive,2
DECOY3500,Inactive,2
DECOY4066,Inactive,2
DECOY2136,Inactive,2
DECOY1533,Inactive,2
DECOY5637,Inactive,2
DECOY4360,Inactive,2
CHEMBL1388,Inactive,2
CHEMBL918,Inactive,2
DECOY2257,Inactive,2
DECOY7079,Inactive,2
DECOY2020,Inactive,2
DECOY4251,Inactive,2
DECOY4161,Inactive,2
DECOY1046,Inactive,2
DECOY4688,Inactive,2
DECOY284,Inactive,2
DECOY257,Inactive,2
DECOY5487,Inactive,2
DECOY2724,Inactive,2
DECOY1631,Inactive,2
DECOY639,Inactive,2
DECOY2298,Inactive,2
DECOY3312,Inactive,2
DECOY4583,Inactive,2
DECOY2116,Inactive,2
CHEMBL12948,Inactive,2
CHEMBL642,Inactive,2
DECOY6860,Inactive,2
DECOY6127,Inactive,2
DECOY10,Inactive,2
DECOY5245,Inactive,2
DECOY1472,Inactive,2
DECOY2448,Inactive,2
DECOY3889,Inactive,2
DECOY4864,Inactive,2
CHEMBL584,Inactive,2
DECOY5122,Inactive,2
DECOY4985,Inactive,2
DECOY471,Inactive,2
CHEMBL12089,Inactive,2
DECOY1464,Inactive,2
DECOY2348,Inactive,2
DECOY1905,Inactive,2
DECOY3701,Inactive,2
DECOY4270,Inactive,2
DECOY4197,Inactive,2
DECOY196,Inactive,2
DECOY6803,Inactive,2
DECOY5237,Inactive,2
DECOY5848,Inactive,2
CHEMBL191,Inactive,2
DECOY6141,Inactive,2
DECOY29,Inactive,2
DECOY4442,Inactive,2
DECOY6674,Inactive,2
DECOY4741,Inactive,2
DECOY2780,Inactive,2
DECOY6479,Inactive,2
CHEMBL1200624,Inactive,2
DECOY3681,Inactive,2
DECOY4260,Inactive,2
CHEMBL502620,Inactive,2
DECOY6094,Inactive,2
DECOY6470,Inactive,2
DECOY2659,Inactive,2
DECOY1182,Inactive,2
DECOY1001,Inactive,2
DECOY4426,Inactive,2
DECOY3102,Inactive,2
CHEMBL2107687,Inactive,2
DECOY1070,Inactive,2
DECOY1031,Inactive,2
DECOY247,Inactive,2
DECOY134,Inactive,2
CHEMBL672,Inactive,2
DECOY212,Inactive,2
DECOY5401,Inactive,2
DECOY6199,Inactive,2
DECOY387,Inactive,2
CHEMBL43882,Inactive,2
DECOY6612,Inactive,2
DECOY3219,Inactive,2
DECOY2736,Inactive,2
DECOY4149,Inactive,2
CHEMBL1554,Inactive,2
DECOY4298,Inactive,2
DECOY5257,Inactive,2
CHEMBL1372,Inactive,2
DECOY1517,Inactive,2
DECOY5593,Inactive,2
DECOY2673,Inactive,2
DECOY504,Inactive,2
DECOY2835,Inactive,2
DECOY842,Inactive,2
CHEMBL41543,Inactive,2
DECOY6237,Inactive,2
DECOY126,Inactive,2
CHEMBL1177,Inactive,2
CHEMBL932,Inactive,2
DECOY7161,Inactive,2
CHEMBL1460,Inactive,2
DECOY1855,Inactive,2
DECOY2619,Inactive,2
DECOY5570,Inactive,2
DECOY6147,Inactive,2
DECOY3679,Inactive,2
DECOY5706,Inactive,2
DECOY6510,Inactive,2
DECOY5470,Inactive,2
DECOY5066,Inactive,2
DECOY6024,Inactive,2
DECOY23,Inactive,2
DECOY3636,Inactive,2
DECOY2490,Inactive,2
CHEMBL945,Inactive,2
DECOY7001,Inactive,2
DECOY791,Inactive,2
DECOY2406,Inactive,2
DECOY3399,Inactive,2
DECOY1222,Inactive,2
DECOY32,Inactive,2
CHEMBL93,Inactive,2
DECOY4198,Inactive,2
DECOY4700,Inactive,2
DECOY6484,Inactive,2
DECOY2666,Inactive,2
DECOY3361,Inactive,2
DECOY4972,Inactive,2
DECOY6046,Inactive,2
DECOY4969,Inactive,2
DECOY3103,Inactive,2
CHEMBL1194,Inactive,2
DECOY3760,Inactive,2
DECOY1655,Inactive,2
DECOY1583,Inactive,2
DECOY6600,Inactive,2
DECOY5854,Inactive,2
DECOY1148,Inactive,2
DECOY4857,Inactive,2
DECOY5145,Inactive,2
DECOY1789,Inactive,2
DECOY343,Inactive,2
DECOY7381,Inactive,2
DECOY2072,Inactive,2
CHEMBL13341,Inactive,2
DECOY618,Inactive,2
DECOY3629,Inactive,2
DECOY3105,Inactive,2
CHEMBL1902627,Inactive,2
DECOY698,Inactive,2
DECOY7268,Inactive,2
DECOY4091,Inactive,2
DECOY5084,Inactive,2
DECOY3255,Inactive,2
DECOY5360,Inactive,2
DECOY5809,Inactive,2
DECOY5091,Inactive,2
DECOY4434,Inactive,2
DECOY3962,Inactive,2
DECOY4123,Inactive,2
DECOY5478,Inactive,2
DECOY4265,Inactive,2
DECOY920,Inactive,2
DECOY4156,Inactive,2
DECOY2167,Inactive,2
DECOY3991,Inactive,2
DECOY861,Inactive,2
DECOY5267,Inactive,2
DECOY6853,Inactive,2
CHEMBL1201139,Inactive,2
DECOY2159,Inactive,2
DECOY3748,Inactive,2
DECOY4487,Inactive,2
DECOY153,Inactive,2
DECOY5329,Inactive,2
CHEMBL1020,Inactive,2
DECOY2142,Inactive,2
DECOY7020,Inactive,2
DECOY3564,Inactive,2
DECOY4525,Inactive,2
DECOY4701,Inactive,2
DECOY765,Inactive,2
DECOY2753,Inactive,2
DECOY4992,Inactive,2
DECOY3113,Inactive,2
DECOY7100,Inactive,2
DECOY5399,Inactive,2
DECOY6686,Inactive,2
CHEMBL3545252,Inactive,2
DECOY5438,Inactive,2
DECOY3946,Inactive,2
DECOY4345,Inactive,2
DECOY5998,Inactive,2
CHEMBL698,Inactive,2
DECOY3064,Inactive,2
DECOY2202,Inactive,2
DECOY5799,Inactive,2
DECOY2734,Inactive,2
DECOY1146,Inactive,2
DECOY5873,Inactive,2
DECOY6160,Inactive,2
DECOY2906,Inactive,2
DECOY536,Inactive,2
DECOY181,Inactive,2
DECOY5649,Inactive,2
CHEMBL1256017,Inactive,2
DECOY5148,Inactive,2
DECOY4344,Inactive,2
DECOY3719,Inactive,2
DECOY7382,Inactive,2
DECOY2770,Inactive,2
DECOY6914,Inactive,2
DECOY4705,Inactive,2
DECOY1834,Inactive,2
DECOY2125,Inactive,2
DECOY4790,Inactive,2
DECOY7024,Inactive,2
DECOY1751,Inactive,2
DECOY364,Inactive,2
DECOY1963,Inactive,2
DECOY3542,Inactive,2
DECOY6401,Inactive,2
DECOY1378,Inactive,2
DECOY1734,Inactive,2
DECOY6407,Inactive,2
CHEMBL1909048,Inactive,2
DECOY6918,Inactive,2
DECOY4455,Inactive,2
DECOY6431,Inactive,2
DECOY6741,Inactive,2
DECOY1071,Inactive,2
DECOY3204,Inactive,2
DECOY7384,Inactive,2
DECOY87,Inactive,2
DECOY7095,Inactive,2
DECOY6469,Inactive,2
DECOY2212,Inactive,2
DECOY6537,Inactive,2
DECOY5387,Inactive,2
DECOY6322,Inactive,2
DECOY5795,Inactive,2
DECOY4918,Inactive,2
CHEMBL165,Inactive,2
DECOY1693,Inactive,2
DECOY3873,Inactive,2
DECOY4692,Inactive,2
CHEMBL553025,Inactive,2
CHEMBL1544,Inactive,2
DECOY1091,Inactive,2
DECOY3923,Inactive,2
DECOY4437,Inactive,2
DECOY2021,Inactive,2
DECOY2427,Inactive,2
CHEMBL1321,Inactive,2
DECOY2228,Inactive,2
DECOY252,Inactive,2
DECOY869,Inactive,2
DECOY3744,Inactive,2
DECOY91,Inactive,2
DECOY5875,Inactive,2
CHEMBL44884,Inactive,2
DECOY2169,Inactive,2
DECOY1594,Inactive,2
DECOY1857,Inactive,2
CHEMBL1333512,Inactive,2
DECOY1063,Inactive,2
DECOY5463,Inactive,2
DECOY4880,Inactive,2
DECOY3741,Inactive,2
DECOY6976,Inactive,2
DECOY6881,Inactive,2
DECOY711,Inactive,2
DECOY5625,Inactive,2
DECOY3290,Inactive,2
DECOY3821,Inactive,2
DECOY5397,Inactive,2
DECOY5887,Inactive,2
DECOY5215,Inactive,2
DECOY6112,Inactive,2
DECOY3485,Inactive,2
DECOY7196,Inactive,2
DECOY1978,Inactive,2
DECOY2194,Inactive,2
DECOY6391,Inactive,2
DECOY2691,Inactive,2
DECOY6663,Inactive,2
DECOY6482,Inactive,2
DECOY7310,Inactive,2
DECOY1373,Inactive,2
CHEMBL85728,Inactive,2
DECOY4063,Inactive,2
DECOY5632,Inactive,2
DECOY6974,Inactive,2
DECOY955,Inactive,2
DECOY2430,Inactive,2
DECOY7256,Inactive,2
DECOY2407,Inactive,2
CHEMBL608986,Inactive,5.149
DECOY1842,Inactive,2
DECOY2857,Inactive,2
CHEMBL1200993,Inactive,2
DECOY7155,Inactive,2
DECOY5038,Inactive,2
CHEMBL1908355,Inactive,2
CHEMBL2103747,Inactive,2
DECOY889,Inactive,2
DECOY5696,Inactive,2
DECOY2902,Inactive,2
DECOY3297,Inactive,2
