mol_name,activity,potency
ZINC24375154,Inactive,
ZINC20375512,Inactive,
ZINC02932767,Inactive,
ZINC14949593,Inactive,
ZINC24716311,Inactive,
ZINC14956556,Inactive,
ZINC14946119,Inactive,
ZINC16885100,Inactive,
ZINC02140021,Inactive,
ZINC08430066,Inactive,
ZINC11527065,Inactive,
ZINC06135763,Inactive,
ZINC29747691,Inactive,
ZINC08407767,Inactive,
ZINC08386280,Inactive,
ZINC14945353,Inactive,
ZINC08437924,Inactive,
ZINC14036856,Inactive,
ZINC08794782,Inactive,
ZINC31784419,Inactive,
ZINC06146432,Inactive,
ZINC28113056,Inactive,
ZINC14432559,Inactive,
ZINC17418623,Inactive,
ZINC15171678,Inactive,
ZINC14978244,Inactive,
ZINC06156953,Inactive,
ZINC09572526,Inactive,
ZINC21325469,Inactive,
ZINC14040575,Inactive,
ZINC25033420,Inactive,
ZINC18077327,Inactive,
ZINC01442079,Inactive,
ZINC20425146,Inactive,
ZINC28281220,Inactive,
ZINC28660753,Inactive,
ZINC05371588,Inactive,
ZINC21122894,Inactive,
ZINC19325977,Inactive,
ZINC10836576,Inactive,
ZINC20214660,Inactive,
ZINC20914254,Inactive,
ZINC28616583,Inactive,
ZINC08795083,Inactive,
ZINC16660613,Inactive,
ZINC20110791,Inactive,
ZINC22978860,Inactive,
ZINC22418668,Inactive,
ZINC09354187,Inactive,
ZINC27850421,Inactive,
ZINC31180798,Inactive,
ZINC29290068,Inactive,
ZINC27725893,Inactive,
ZINC14273859,Inactive,
ZINC11814036,Inactive,
ZINC22091254,Inactive,
ZINC26326834,Inactive,
ZINC21968645,Inactive,
ZINC12803011,Inactive,
ZINC22447065,Inactive,
ZINC09674205,Inactive,
ZINC30626346,Inactive,
ZINC16217093,Inactive,
ZINC29096370,Inactive,
ZINC20136249,Inactive,
ZINC08947688,Inactive,
ZINC02818808,Inactive,
ZINC13624798,Inactive,
ZINC05682907,Inactive,
ZINC10122568,Inactive,
ZINC11526506,Inactive,
ZINC27839288,Inactive,
ZINC04912723,Inactive,
ZINC15800320,Inactive,
ZINC06273829,Inactive,
ZINC12382354,Inactive,
ZINC06332220,Inactive,
ZINC17082474,Inactive,
ZINC06028468,Inactive,
ZINC23208799,Inactive,
ZINC26937153,Inactive,
ZINC25631563,Inactive,
ZINC04346153,Inactive,
ZINC26731991,Inactive,
ZINC06635576,Inactive,
ZINC31605431,Inactive,
ZINC24393856,Inactive,
ZINC31603566,Inactive,
ZINC23403164,Inactive,
ZINC31040399,Inactive,
ZINC27598453,Inactive,
ZINC25900625,Inactive,
ZINC28633365,Inactive,
ZINC30635921,Inactive,
ZINC25650232,Inactive,
ZINC05822745,Inactive,
ZINC31707892,Inactive,
ZINC17307080,Inactive,
ZINC26849568,Inactive,
ZINC03830460,Inactive,
ZINC20921511,Inactive,
ZINC04458647,Inactive,
ZINC09273759,Inactive,
ZINC06041023,Inactive,
ZINC14965985,Inactive,
ZINC26847299,Inactive,
ZINC14964022,Inactive,
ZINC05519412,Inactive,
ZINC14964599,Inactive,
ZINC26379186,Inactive,
ZINC14971050,Inactive,
ZINC19609413,Inactive,
ZINC13498823,Inactive,
ZINC08426079,Inactive,
ZINC03304761,Inactive,
ZINC17263368,Inactive,
ZINC26893750,Inactive,
ZINC27163823,Inactive,
ZINC30737623,Inactive,
ZINC09135243,Inactive,
ZINC02450800,Inactive,
ZINC11339134,Inactive,
ZINC28947773,Inactive,
ZINC23360475,Inactive,
ZINC08870583,Inactive,
ZINC06924833,Inactive,
ZINC20424565,Inactive,
ZINC04208877,Inactive,
ZINC08446445,Inactive,
ZINC20912448,Inactive,
ZINC29748846,Inactive,
ZINC16052311,Inactive,
ZINC05723916,Inactive,
ZINC06229189,Inactive,
ZINC04237038,Inactive,
ZINC06077040,Inactive,
ZINC04018262,Inactive,
ZINC14947144,Inactive,
ZINC15826142,Inactive,
ZINC13522547,Inactive,
ZINC14356500,Inactive,
ZINC24891531,Inactive,
ZINC06488750,Inactive,
ZINC16869756,Inactive,
ZINC08416933,Inactive,
ZINC14157902,Inactive,
ZINC17063290,Inactive,
ZINC22450541,Inactive,
ZINC10660501,Inactive,
ZINC17157938,Inactive,
ZINC06462149,Inactive,
ZINC08836223,Inactive,
ZINC21542745,Inactive,
ZINC13997519,Inactive,
ZINC27432581,Inactive,
ZINC26893537,Inactive,
ZINC06585087,Inactive,
ZINC12475445,Inactive,
ZINC19995368,Inactive,
ZINC04836833,Inactive,
ZINC09357077,Inactive,
ZINC18033955,Inactive,
ZINC18152485,Inactive,
ZINC01254014,Inactive,
ZINC19473099,Inactive,
ZINC04184009,Inactive,
ZINC04484376,Inactive,
ZINC24919520,Inactive,
ZINC03619244,Inactive,
ZINC00138172,Inactive,
ZINC06385467,Inactive,
ZINC05848101,Inactive,
ZINC07327400,Inactive,
ZINC01397132,Inactive,
ZINC05933210,Inactive,
ZINC03861035,Inactive,
ZINC26269926,Inactive,
ZINC05048622,Inactive,
ZINC04974923,Inactive,
ZINC00153553,Inactive,
ZINC19430371,Inactive,
ZINC04218922,Inactive,
ZINC06382058,Inactive,
ZINC22158522,Inactive,
ZINC04344144,Inactive,
ZINC08444023,Inactive,
ZINC28307283,Inactive,
ZINC14956551,Inactive,
ZINC16884655,Inactive,
ZINC14943503,Inactive,
ZINC08871047,Inactive,
ZINC25418934,Inactive,
ZINC02967493,Inactive,
ZINC08435200,Inactive,
ZINC14946117,Inactive,
ZINC14442112,Inactive,
ZINC09598434,Inactive,
ZINC08398330,Inactive,
ZINC20424784,Inactive,
ZINC02948818,Inactive,
ZINC20115959,Inactive,
ZINC02146144,Inactive,
ZINC09680692,Inactive,
ZINC13978911,Inactive,
ZINC08396661,Inactive,
ZINC20917497,Inactive,
ZINC08796286,Inactive,
ZINC31784423,Inactive,
ZINC21082182,Inactive,
ZINC13628778,Inactive,
ZINC14971543,Inactive,
ZINC04089857,Inactive,
ZINC23340020,Inactive,
ZINC14530904,Inactive,
ZINC20119677,Inactive,
ZINC10123160,Inactive,
ZINC10956796,Inactive,
ZINC06859391,Inactive,
ZINC16070168,Inactive,
ZINC31567756,Inactive,
ZINC23050247,Inactive,
ZINC22335028,Inactive,
ZINC31745436,Inactive,
ZINC30649330,Inactive,
ZINC11708729,Inactive,
ZINC07526987,Inactive,
ZINC16795075,Inactive,
ZINC21371427,Inactive,
ZINC15806184,Inactive,
ZINC25574707,Inactive,
ZINC17273523,Inactive,
ZINC09696884,Inactive,
ZINC24121902,Inactive,
ZINC29531726,Inactive,
ZINC27190370,Inactive,
ZINC31525025,Inactive,
ZINC27370566,Inactive,
ZINC31077415,Inactive,
ZINC18980873,Inactive,
ZINC24736591,Inactive,
ZINC02055474,Inactive,
ZINC04664468,Inactive,
ZINC27815790,Inactive,
ZINC31757696,Inactive,
ZINC10530484,Inactive,
ZINC21358923,Inactive,
ZINC04027167,Inactive,
ZINC05563687,Inactive,
ZINC22248515,Inactive,
ZINC12516090,Inactive,
ZINC02088612,Inactive,
ZINC00962960,Inactive,
ZINC22360658,Inactive,
ZINC04891672,Inactive,
ZINC13678272,Inactive,
ZINC25893075,Inactive,
ZINC31150388,Inactive,
ZINC32023995,Inactive,
ZINC28282662,Inactive,
ZINC14479685,Inactive,
ZINC22406954,Inactive,
ZINC25109053,Inactive,
ZINC28679168,Inactive,
ZINC26794156,Inactive,
ZINC05185538,Inactive,
ZINC15063336,Inactive,
ZINC26390519,Inactive,
ZINC31969670,Inactive,
ZINC14957098,Inactive,
ZINC21646031,Inactive,
ZINC31372609,Inactive,
ZINC02150096,Inactive,
ZINC06056704,Inactive,
ZINC27777129,Inactive,
ZINC23511425,Inactive,
ZINC28538674,Inactive,
ZINC06906532,Inactive,
ZINC04335686,Inactive,
ZINC08384594,Inactive,
ZINC08427215,Inactive,
ZINC15162339,Inactive,
ZINC02975722,Inactive,
ZINC14945145,Inactive,
ZINC20907316,Inactive,
ZINC04068896,Inactive,
ZINC08431760,Inactive,
ZINC06458914,Inactive,
ZINC29565887,Inactive,
ZINC14707413,Inactive,
ZINC15808232,Inactive,
ZINC14943027,Inactive,
ZINC04208844,Inactive,
ZINC20836722,Inactive,
ZINC26627357,Inactive,
ZINC06089726,Inactive,
ZINC28568909,Inactive,
ZINC12565985,Inactive,
ZINC17194836,Inactive,
ZINC08427376,Inactive,
ZINC04917380,Inactive,
ZINC05923493,Inactive,
ZINC29069567,Inactive,
ZINC08445208,Inactive,
ZINC02948784,Inactive,
ZINC08452647,Inactive,
ZINC14944841,Inactive,
ZINC04335854,Inactive,
ZINC05582109,Inactive,
ZINC06472007,Inactive,
ZINC08398703,Inactive,
ZINC17654019,Inactive,
ZINC08397414,Inactive,
ZINC14943516,Inactive,
ZINC04068624,Inactive,
ZINC14946647,Inactive,
ZINC29491979,Inactive,
ZINC08453601,Inactive,
ZINC05106545,Inactive,
ZINC14944100,Inactive,
ZINC04791962,Inactive,
ZINC14943030,Inactive,
ZINC05063022,Inactive,
ZINC29464726,Inactive,
ZINC06156943,Inactive,
ZINC06005108,Inactive,
ZINC02856843,Inactive,
ZINC20907322,Inactive,
ZINC08399384,Inactive,
ZINC04118420,Inactive,
ZINC05105597,Inactive,
ZINC04691868,Inactive,
ZINC05189651,Inactive,
ZINC13527788,Inactive,
ZINC13364613,Inactive,
ZINC14943219,Inactive,
ZINC14948798,Inactive,
ZINC29749819,Inactive,
ZINC15482568,Inactive,
ZINC03306007,Inactive,
ZINC25606475,Inactive,
ZINC14943133,Inactive,
ZINC02387946,Inactive,
ZINC21080349,Inactive,
ZINC10477205,Inactive,
ZINC05839105,Inactive,
ZINC11491945,Inactive,
ZINC28212967,Inactive,
ZINC05440405,Inactive,
ZINC26673762,Inactive,
ZINC12900885,Inactive,
ZINC14949517,Inactive,
ZINC20920275,Inactive,
ZINC23722436,Inactive,
ZINC01630656,Inactive,
ZINC13147688,Inactive,
ZINC03285150,Inactive,
ZINC04068971,Inactive,
ZINC14156169,Inactive,
ZINC16251578,Inactive,
ZINC14569535,Inactive,
ZINC15315271,Inactive,
ZINC14533637,Inactive,
ZINC06135922,Inactive,
ZINC12573487,Inactive,
ZINC13749384,Inactive,
ZINC08439508,Inactive,
ZINC24784985,Inactive,
ZINC04830822,Inactive,
ZINC04354636,Inactive,
ZINC20905079,Inactive,
ZINC17058275,Inactive,
ZINC23254586,Inactive,
ZINC06162576,Inactive,
ZINC02854940,Inactive,
ZINC29357326,Inactive,
ZINC25478571,Inactive,
ZINC27945397,Inactive,
ZINC28479223,Inactive,
ZINC00695539,Inactive,
ZINC20914107,Inactive,
ZINC12658489,Inactive,
ZINC03937838,Inactive,
ZINC17965722,Inactive,
ZINC16219248,Inactive,
ZINC08794281,Inactive,
ZINC10547456,Inactive,
ZINC06973610,Inactive,
ZINC30744708,Inactive,
ZINC14413098,Inactive,
ZINC14951356,Inactive,
ZINC29062303,Inactive,
ZINC20080879,Inactive,
ZINC12647582,Inactive,
ZINC04068964,Inactive,
ZINC28129680,Inactive,
ZINC06600688,Inactive,
ZINC06511955,Inactive,
ZINC02855052,Inactive,
ZINC02588288,Inactive,
ZINC20907043,Inactive,
ZINC18773252,Inactive,
ZINC21320843,Inactive,
ZINC25255388,Inactive,
ZINC12528835,Inactive,
ZINC19901146,Inactive,
ZINC10833322,Inactive,
ZINC14041889,Inactive,
ZINC27250760,Inactive,
ZINC21152163,Inactive,
ZINC09269677,Inactive,
ZINC15482566,Inactive,
ZINC23417381,Inactive,
ZINC22471839,Inactive,
ZINC26140892,Inactive,
ZINC18077245,Inactive,
ZINC04302817,Inactive,
ZINC22623732,Inactive,
ZINC27456078,Inactive,
ZINC14946753,Inactive,
ZINC28111687,Inactive,
ZINC28479232,Inactive,
ZINC25390046,Inactive,
ZINC04069284,Inactive,
ZINC08670784,Inactive,
ZINC12520184,Inactive,
ZINC27963357,Inactive,
ZINC26598625,Inactive,
ZINC15995205,Inactive,
ZINC20287365,Inactive,
ZINC11387024,Inactive,
ZINC27145744,Inactive,
ZINC22225253,Inactive,
ZINC24101744,Inactive,
ZINC23058892,Inactive,
ZINC18071279,Inactive,
ZINC09253878,Inactive,
ZINC22957779,Inactive,
ZINC22716118,Inactive,
ZINC09854850,Inactive,
ZINC28929533,Inactive,
ZINC12250477,Inactive,
ZINC18953806,Inactive,
ZINC24646845,Inactive,
ZINC23111683,Inactive,
ZINC20102969,Inactive,
ZINC31721415,Inactive,
ZINC09374527,Inactive,
ZINC22287099,Inactive,
ZINC25003586,Inactive,
ZINC27286405,Inactive,
ZINC26942951,Inactive,
ZINC20082721,Inactive,
ZINC29741506,Inactive,
ZINC24635031,Inactive,
ZINC30920331,Inactive,
ZINC31453866,Inactive,
ZINC24105136,Inactive,
ZINC31349287,Inactive,
ZINC14428962,Inactive,
ZINC08943092,Inactive,
ZINC12968398,Inactive,
ZINC18410989,Inactive,
ZINC25001175,Inactive,
ZINC13618392,Inactive,
ZINC21959572,Inactive,
ZINC29488286,Inactive,
ZINC31516724,Inactive,
ZINC21860587,Inactive,
ZINC25140688,Inactive,
ZINC12525161,Inactive,
ZINC11793703,Inactive,
ZINC09930125,Inactive,
ZINC12042566,Inactive,
ZINC20115099,Inactive,
ZINC21955661,Inactive,
ZINC22541350,Inactive,
ZINC31604266,Inactive,
ZINC27758928,Inactive,
ZINC04213341,Inactive,
ZINC11526701,Inactive,
ZINC29331033,Inactive,
ZINC27812263,Inactive,
ZINC27040809,Inactive,
ZINC28115980,Inactive,
ZINC30222980,Inactive,
ZINC29565882,Inactive,
ZINC29748946,Inactive,
ZINC08441578,Inactive,
ZINC08445202,Inactive,
ZINC08399544,Inactive,
ZINC03339144,Inactive,
ZINC16052448,Inactive,
ZINC14943514,Inactive,
ZINC04768957,Inactive,
ZINC03618727,Inactive,
ZINC20837977,Inactive,
ZINC16346348,Inactive,
ZINC04213510,Inactive,
ZINC04068947,Inactive,
ZINC04302824,Inactive,
ZINC08396840,Inactive,
ZINC02132225,Inactive,
ZINC21037356,Inactive,
ZINC29747832,Inactive,
ZINC06090013,Inactive,
ZINC14944102,Inactive,
ZINC17307412,Inactive,
ZINC21076436,Inactive,
ZINC06005102,Inactive,
ZINC29590263,Inactive,
ZINC03285154,Inactive,
ZINC08452635,Inactive,
ZINC28570521,Inactive,
ZINC03771359,Inactive,
ZINC13940522,Inactive,
ZINC08439061,Inactive,
ZINC04044957,Inactive,
ZINC04068747,Inactive,
ZINC27428697,Inactive,
ZINC21080913,Inactive,
ZINC03939214,Inactive,
ZINC04211825,Inactive,
ZINC16346345,Inactive,
ZINC00825240,Inactive,
ZINC21082198,Inactive,
ZINC02085306,Inactive,
ZINC29565897,Inactive,
ZINC02975721,Inactive,
ZINC02624340,Inactive,
ZINC11460170,Inactive,
ZINC04282272,Inactive,
ZINC25618243,Inactive,
ZINC14957302,Inactive,
ZINC17307223,Inactive,
ZINC14943028,Inactive,
ZINC21037779,Inactive,
ZINC08398694,Inactive,
ZINC05085724,Inactive,
ZINC06146207,Inactive,
ZINC06090010,Inactive,
ZINC20072895,Inactive,
ZINC04647457,Inactive,
ZINC20425082,Inactive,
ZINC09589880,Inactive,
ZINC14580443,Inactive,
ZINC20424571,Inactive,
ZINC20832822,Inactive,
ZINC05519380,Inactive,
ZINC21075855,Inactive,
ZINC06041760,Inactive,
ZINC03088978,Inactive,
ZINC09908065,Inactive,
ZINC00692711,Inactive,
ZINC13967958,Inactive,
ZINC21084261,Inactive,
ZINC01660723,Inactive,
ZINC20910626,Inactive,
ZINC20836496,Inactive,
ZINC17016082,Inactive,
ZINC04068782,Inactive,
ZINC14580448,Inactive,
ZINC06924825,Inactive,
ZINC20259106,Inactive,
ZINC06196126,Inactive,
ZINC08398697,Inactive,
ZINC15495744,Inactive,
ZINC27598814,Inactive,
ZINC14944097,Inactive,
ZINC11087547,Inactive,
ZINC20918144,Inactive,
ZINC08616778,Inactive,
ZINC05889125,Inactive,
ZINC06458905,Inactive,
ZINC02233250,Inactive,
ZINC20424718,Inactive,
ZINC14651400,Inactive,
ZINC30945982,Inactive,
ZINC27739048,Inactive,
ZINC11792743,Inactive,
ZINC28754396,Inactive,
ZINC15535327,Inactive,
ZINC16333521,Inactive,
ZINC26740837,Inactive,
ZINC25435932,Inactive,
ZINC31228557,Inactive,
ZINC04418644,Inactive,
ZINC24215125,Inactive,
ZINC07797262,Inactive,
ZINC14793163,Inactive,
ZINC22988145,Inactive,
ZINC26178659,Inactive,
ZINC27203859,Inactive,
ZINC21159191,Inactive,
ZINC26798437,Inactive,
ZINC28363948,Inactive,
ZINC27041976,Inactive,
ZINC06501978,Inactive,
ZINC06714142,Inactive,
ZINC22683957,Inactive,
ZINC06759227,Inactive,
ZINC22549401,Inactive,
ZINC25929693,Inactive,
ZINC11069689,Inactive,
ZINC30736603,Inactive,
ZINC25655253,Inactive,
ZINC16052288,Inactive,
ZINC14943132,Inactive,
ZINC16051808,Inactive,
ZINC08439511,Inactive,
ZINC20424802,Inactive,
ZINC04296272,Inactive,
ZINC08396775,Inactive,
ZINC25783361,Inactive,
ZINC29501498,Inactive,
ZINC16052279,Inactive,
ZINC03456346,Inactive,
ZINC16909035,Inactive,
ZINC17306969,Inactive,
ZINC08446446,Inactive,
ZINC02932738,Inactive,
ZINC04068803,Inactive,
ZINC05731846,Inactive,
ZINC05723918,Inactive,
ZINC29749771,Inactive,
ZINC19480601,Inactive,
ZINC14947918,Inactive,
ZINC20912453,Inactive,
ZINC03439608,Inactive,
ZINC14542356,Inactive,
ZINC04190742,Inactive,
ZINC14951327,Inactive,
ZINC08439054,Inactive,
ZINC17981693,Inactive,
ZINC08794787,Inactive,
ZINC05010945,Inactive,
ZINC05760711,Inactive,
ZINC29493015,Inactive,
ZINC00902653,Inactive,
ZINC02932781,Inactive,
ZINC04209669,Inactive,
ZINC00920383,Inactive,
ZINC14943131,Inactive,
ZINC20424675,Inactive,
ZINC01270761,Inactive,
ZINC14942814,Inactive,
ZINC14962144,Inactive,
ZINC04047442,Inactive,
ZINC14742814,Inactive,
ZINC06229188,Inactive,
ZINC16052280,Inactive,
ZINC10729513,Inactive,
ZINC08444441,Inactive,
ZINC03220855,Inactive,
ZINC29747839,Inactive,
ZINC04068946,Inactive,
ZINC08758720,Inactive,
ZINC23966789,Inactive,
ZINC14297748,Inactive,
ZINC14977739,Inactive,
ZINC10834998,Inactive,
ZINC08743247,Inactive,
ZINC04914459,Inactive,
ZINC14946758,Inactive,
ZINC09874745,Inactive,
ZINC04221645,Inactive,
ZINC20329068,Inactive,
ZINC08796497,Inactive,
ZINC10188444,Inactive,
ZINC20685933,Inactive,
ZINC09561969,Inactive,
ZINC01425290,Inactive,
ZINC15166889,Inactive,
ZINC15026217,Inactive,
ZINC27671417,Inactive,
ZINC26903002,Inactive,
ZINC14522796,Inactive,
ZINC14159589,Inactive,
ZINC20904998,Inactive,
ZINC05941340,Inactive,
ZINC31841763,Inactive,
ZINC28139040,Inactive,
ZINC04787370,Inactive,
ZINC15043886,Inactive,
ZINC11945116,Inactive,
ZINC14892028,Inactive,
ZINC26676018,Inactive,
ZINC27777504,Inactive,
ZINC24792896,Inactive,
ZINC14581178,Inactive,
ZINC22453359,Inactive,
ZINC25032772,Inactive,
ZINC15887943,Inactive,
ZINC27439698,Inactive,
ZINC13617037,Inactive,
ZINC28875624,Inactive,
ZINC20131727,Inactive,
ZINC15166886,Inactive,
ZINC06301345,Inactive,
ZINC08794831,Inactive,
ZINC11305343,Inactive,
ZINC14158209,Inactive,
ZINC15228296,Inactive,
ZINC28214722,Inactive,
ZINC18052854,Inactive,
ZINC16119887,Inactive,
ZINC16238229,Inactive,
ZINC03870533,Inactive,
ZINC15441397,Inactive,
ZINC27815228,Inactive,
ZINC23012080,Inactive,
ZINC14971782,Inactive,
ZINC13855035,Inactive,
ZINC11191743,Inactive,
ZINC24002093,Inactive,
ZINC28689166,Inactive,
ZINC04326271,Inactive,
ZINC10261056,Inactive,
ZINC30900238,Inactive,
ZINC23154646,Inactive,
ZINC20527577,Inactive,
ZINC25600423,Inactive,
ZINC13618472,Inactive,
ZINC20685938,Inactive,
ZINC24931431,Inactive,
ZINC15070094,Inactive,
ZINC14945351,Inactive,
ZINC30987293,Inactive,
ZINC03259652,Inactive,
ZINC04211759,Inactive,
ZINC20425174,Inactive,
ZINC21320823,Inactive,
ZINC21083809,Inactive,
ZINC16688935,Inactive,
ZINC25182109,Inactive,
ZINC17315510,Inactive,
ZINC21457061,Inactive,
ZINC09598435,Inactive,
ZINC14006031,Inactive,
ZINC22834799,Inactive,
ZINC04014946,Inactive,
ZINC04147416,Inactive,
ZINC10555060,Inactive,
ZINC14946114,Inactive,
ZINC03301280,Inactive,
ZINC15776990,Inactive,
ZINC14530905,Inactive,
ZINC02140024,Inactive,
ZINC03079739,Inactive,
ZINC14943505,Inactive,
ZINC10626372,Inactive,
ZINC08796366,Inactive,
ZINC14028466,Inactive,
ZINC15875410,Inactive,
ZINC02853667,Inactive,
ZINC24974381,Inactive,
ZINC02948891,Inactive,
ZINC06078455,Inactive,
ZINC08430061,Inactive,
ZINC20917539,Inactive,
ZINC04191127,Inactive,
ZINC13140273,Inactive,
ZINC09598009,Inactive,
ZINC02862083,Inactive,
ZINC02140022,Inactive,
ZINC12547571,Inactive,
ZINC24974389,Inactive,
ZINC03419458,Inactive,
ZINC23802442,Inactive,
ZINC08696038,Inactive,
ZINC17418626,Inactive,
ZINC09512810,Inactive,
ZINC14946118,Inactive,
ZINC02234033,Inactive,
ZINC14442081,Inactive,
ZINC04877106,Inactive,
ZINC05724358,Inactive,
ZINC10121844,Inactive,
ZINC16884844,Inactive,
ZINC14971795,Inactive,
ZINC14159094,Inactive,
ZINC21442023,Inactive,
ZINC20425025,Inactive,
ZINC14006038,Inactive,
ZINC28106615,Inactive,
ZINC09354897,Inactive,
ZINC14159107,Inactive,
ZINC14973093,Inactive,
ZINC06093328,Inactive,
ZINC28541231,Inactive,
ZINC26141933,Inactive,
ZINC10823448,Inactive,
ZINC04068965,Inactive,
ZINC15896174,Inactive,
ZINC29005175,Inactive,
ZINC18382774,Inactive,
ZINC26406548,Inactive,
ZINC27460628,Inactive,
ZINC08722037,Inactive,
ZINC12927653,Inactive,
ZINC21317181,Inactive,
ZINC02307369,Inactive,
ZINC21230886,Inactive,
ZINC06239727,Inactive,
ZINC21036914,Inactive,
ZINC17352942,Inactive,
ZINC22678052,Inactive,
ZINC22585412,Inactive,
ZINC32024031,Inactive,
ZINC16363089,Inactive,
ZINC08796970,Inactive,
ZINC17204030,Inactive,
ZINC12005545,Inactive,
ZINC19314297,Inactive,
ZINC30784577,Inactive,
ZINC13749516,Inactive,
ZINC23400421,Inactive,
ZINC31348291,Inactive,
ZINC30732341,Inactive,
ZINC22361566,Inactive,
ZINC17100458,Inactive,
ZINC21849737,Inactive,
ZINC03031896,Inactive,
ZINC23140308,Inactive,
ZINC29628454,Inactive,
ZINC27408102,Inactive,
ZINC12190023,Inactive,
ZINC31083417,Inactive,
ZINC15840826,Inactive,
ZINC26386485,Inactive,
ZINC31447572,Inactive,
ZINC31604660,Inactive,
ZINC20036827,Inactive,
ZINC28491705,Inactive,
ZINC30990743,Inactive,
ZINC20856666,Inactive,
ZINC25719979,Inactive,
ZINC26754968,Inactive,
ZINC28143197,Inactive,
ZINC27377270,Inactive,
ZINC16332021,Inactive,
ZINC26108807,Inactive,
ZINC31783037,Inactive,
ZINC26694413,Inactive,
ZINC12791658,Inactive,
ZINC09852290,Inactive,
ZINC04068527,Inactive,
ZINC06134839,Inactive,
ZINC20424794,Inactive,
ZINC04018612,Inactive,
ZINC14946736,Inactive,
ZINC09269556,Inactive,
ZINC20907313,Inactive,
ZINC08214783,Inactive,
ZINC14978683,Inactive,
ZINC05124483,Inactive,
ZINC08453602,Inactive,
ZINC06005114,Inactive,
ZINC04211827,Inactive,
ZINC05542161,Inactive,
ZINC28538665,Inactive,
ZINC04527622,Inactive,
ZINC28541058,Inactive,
ZINC05742097,Inactive,
ZINC09908066,Inactive,
ZINC16658101,Inactive,
ZINC14946679,Inactive,
ZINC15283330,Inactive,
ZINC05596528,Inactive,
ZINC05085717,Inactive,
ZINC21861440,Inactive,
ZINC08384625,Inactive,
ZINC25618248,Inactive,
ZINC08425955,Inactive,
ZINC08452651,Inactive,
ZINC06146162,Inactive,
ZINC05889453,Inactive,
ZINC02968854,Inactive,
ZINC21079972,Inactive,
ZINC08417281,Inactive,
ZINC05822958,Inactive,
ZINC25829333,Inactive,
ZINC20910655,Inactive,
ZINC01660721,Inactive,
ZINC04044940,Inactive,
ZINC14908107,Inactive,
ZINC10059925,Inactive,
ZINC20918164,Inactive,
ZINC22007497,Inactive,
ZINC12563885,Inactive,
ZINC20424653,Inactive,
ZINC01134474,Inactive,
ZINC04230246,Inactive,
